canonical_sku,sku,ls_id,make,model,tag_main_category,tag_subcategory,tag_brand,tag_product_name,flags
TRAI-X-LS,2025-TRAILER-X-34509,34509,Trailer,X,Marine,Boat Trailers,Trailer,Boat Trailer,"BRAND: ""Trailer"" is not a brand name — confirm correct brand (Easy Hauler? OEM?); PRODUCT NAME: No model or code data — only ""X"" available. Needs manual product name."
EASY-AL-PTDB2026-TRI-LS,2022-EASY-HAULER-AL-PTDB2026-TRI-307,54212,Easy Hauler,AL-PTDB2026-TRI,Marine,Boat Trailers,Easy Hauler,DRIVE ON BUNK TRI TRAILER 20' 2600#,
EASY-AL-PTDB2026-TRI-LS,2022-EASY-HAULER-AL-PTDB2026-TRI-308,54217,Easy Hauler,AL-PTDB2026-TRI,Marine,Boat Trailers,Easy Hauler,DRIVE ON BUNK TRI TRAILER 20' 2600#,
CC-13APA1TEA10-LS,2026-CUB-CADET-13APA1TEA10-13APA1TEA10,57677,Cub Cadet,13APA1TEA10,Power Equipment,Riding Lawn Mowers,Cub Cadet,XT2 LX42,DUPLICATE SKU (first ls_id: 57675)
MERC-4HP-ME4MH4S-LS,2024-MERCURY-ME-4MH-4S-16,33946,Mercury,ME 4MH 4S,Marine,Outboards,Mercury,ME 4MH 4S,"PRODUCT NAME: Short-shaft portable outboard — consider consumer-friendly tag like ""2.5 HP Outboard"" vs technical ""ME 2.5MH 4S TMC""."
EASY-AL-PTDB2026-TRI-LS,2022-EASY-HAULER-AL-PTDB2026-TRI-315,54218,Easy Hauler,AL-PTDB2026-TRI,Marine,Boat Trailers,Easy Hauler,DRIVE ON BUNK TRI TRAILER 20' 2600#,
TORO-72504-LS,2026-TORO-72504-72504,56752,Toro,72504,Power Equipment,Zero Turn Mowers,Toro,GrandStand 72504,
TORO-74532-LS,2024-TORO-74532-340,54911,Toro,74532,Power Equipment,Zero Turn Mowers,Toro,GRANDSTAND HDM 74532,
TORO-77283-LS,2026-TORO-77283-77283,56759,Toro,77283,Power Equipment,Zero Turn Mowers,Toro,Z MASTER TF2 77283,
CC-13APA1TEA10-LS,2026-CUB-CADET-13APA1TEA10-13APA1TEA10,57678,Cub Cadet,13APA1TEA10,Power Equipment,Riding Lawn Mowers,Cub Cadet,XT2 LX42,DUPLICATE SKU (first ls_id: 57675)
MERC-6HP-ME6MLH-LS,2024-MERCURY-ME-6MLH-19,33955,Mercury,ME 6MLH,Marine,Outboards,Mercury,ME 6MLH,
TRAI-X-LS,2024-TRAILER-X-34518,34518,Trailer,X,Marine,Boat Trailers,Trailer,Boat Trailer,"BRAND: ""Trailer"" is not a brand name — confirm correct brand (Easy Hauler? OEM?); PRODUCT NAME: No model or code data — only ""X"" available. Needs manual product name."
PC-RESORTER-160-BT-LS,2024-PRINCECRAFT-RESORTER-160-BT-34512,34512,Princecraft,RESORTER 160 BT,Marine,Pontoons,Princecraft,Resorter 160,
MERC-6HP-ME6MH-LS,2025-MERCURY-ME-6MH-21,33961,Mercury,ME 6MH,Marine,Outboards,Mercury,ME 6MH,
TRAI-X-LS,2026-TRAILER-X-34431,34431,Trailer,X,Marine,Boat Trailers,Trailer,Boat Trailer,"BRAND: ""Trailer"" is not a brand name — confirm correct brand (Easy Hauler? OEM?); PRODUCT NAME: No model or code data — only ""X"" available. Needs manual product name."
TORO-77502-LS,2025-TORO-77502-323,54458,Toro,77502,Power Equipment,Zero Turn Mowers,Toro,TimeCutter® Max MyRide 77502,
MERC-6HP-ME6MH-LS,2023-MERCURY-ME-6MH-22,33964,Mercury,ME 6MH,Marine,Outboards,Mercury,ME 6MH,
MERC-5HP-ME5MH-LS,2025-MERCURY-ME-5MH-23,33965,Mercury,ME 5MH,Marine,Outboards,Mercury,ME 5MH,"PRODUCT NAME: Short-shaft portable outboard — consider consumer-friendly tag like ""2.5 HP Outboard"" vs technical ""ME 2.5MH 4S TMC""."
MERC-5HP-ME5MHLPG4S-LS,2021-MERCURY-ME-5-MH-LPG-4S-81,34058,Mercury,ME 5 MH LPG 4S,Marine,Outboards,Mercury,ME 5 MH LPG 4S,
MERC-115HP-ME115XLPXS-LS,2026-MERCURY-ME-115XL-PXS4S-321,54279,Mercury,ME 115XL PXS4S,Marine,Outboards,Mercury,ME 115XL PXS4S,
CC-13CC1JD596-LS,2026-CUB-CADET-13CC1JD596-13CC1JD596,57258,Cub Cadet,13CC1JD596,Power Equipment,Riding Lawn Mowers,Cub Cadet,CC30H,
MERC-6HP-ME6MH-LS,2025-MERCURY-ME-6MH-25,33971,Mercury,ME 6MH,Marine,Outboards,Mercury,ME 6MH,
MERC-6HP-ME6MH-LS,2025-MERCURY-ME-6MH-27,33977,Mercury,ME 6MH,Marine,Outboards,Mercury,ME 6MH,
MERC-99HP-ME99MH4S-LS,2025-MERCURY-ME-9.9MH-4S-29,33983,Mercury,ME 9.9MH 4S,Marine,Outboards,Mercury,ME 9.9MH 4S,
CC-13APA1TNA10-LS,2026-CUB-CADET-13APA1TNA10-XT2 LX46 46-in. 22 HP,57683,Cub Cadet,13APA1TNA10,Power Equipment,Riding Lawn Mowers,Cub Cadet,XT2 LX46,
MERC-99HP-ME99MH4S-LS,2025-MERCURY-ME-9.9MH-4S-31,33989,Mercury,ME 9.9MH 4S,Marine,Outboards,Mercury,ME 9.9MH 4S,
MERC-25HP-ME25MH4STM-LS,2025-MERCURY-ME-2.5MH-4S-TMC-7,33923,Mercury,ME 2.5MH 4S TMC,Marine,Outboards,Mercury,ME 2.5MH 4S TMC,"PRODUCT NAME: Short-shaft portable outboard — consider consumer-friendly tag like ""2.5 HP Outboard"" vs technical ""ME 2.5MH 4S TMC""."
CC-13APA1TEA10-LS,2026-CUB-CADET-13APA1TEA10-13APA1TEA10,57679,Cub Cadet,13APA1TEA10,Power Equipment,Riding Lawn Mowers,Cub Cadet,XT2 LX42,DUPLICATE SKU (first ls_id: 57675)
CC-13APA1TNA10-LS,2026-CUB-CADET-13APA1TNA10-13APA1TNA10,57682,Cub Cadet,13APA1TNA10,Power Equipment,Riding Lawn Mowers,Cub Cadet,XT2 LX46,
TORO-77501-LS,2026-TORO-77501-326,54503,Toro,77501,Power Equipment,Zero Turn Mowers,Toro,77501,
MERC-35HP-ME35MH4STM-LS,2023-MERCURY-ME-3.5MH-4S-TMC-14,33942,Mercury,ME 3.5MH 4S TMC,Marine,Outboards,Mercury,ME 3.5MH 4S TMC,"PRODUCT NAME: Short-shaft portable outboard — consider consumer-friendly tag like ""2.5 HP Outboard"" vs technical ""ME 2.5MH 4S TMC""."
MERC-115HP-115EXLPTPR-LS,2026-MERCURY-115-EXLPT-PRO-XS-34474,34474,Mercury,115 EXLPT PRO XS,Marine,Outboards,Mercury,115 EXLPT PRO XS,
TORO-75747-LS,2026-TORO-75747-446,56399,Toro,75747,Power Equipment,Zero Turn Mowers,Toro,TimeCutter® MyRIDE 75747,
MERC-6HP-ME6MLH-LS,2024-MERCURY-ME-6MLH-18,33952,Mercury,ME 6MLH,Marine,Outboards,Mercury,ME 6MLH,
CC-13B6A9TTA10-LS,2026-CUB-CADET-13B6A9TTA10-13B6A9TTA10,57689,Cub Cadet,13B6A9TTA10,Power Equipment,Riding Lawn Mowers,Cub Cadet,XT1 LT46,
CC-13B6A9TTA10-LS,2026-CUB-CADET-13B6A9TTA10-13B6A9TTA10,57690,Cub Cadet,13B6A9TTA10,Power Equipment,Riding Lawn Mowers,Cub Cadet,XT1 LT46,DUPLICATE SKU (first ls_id: 57689)
TORO-76501-LS,2025-TORO-76501-343,54934,Toro,76501,Power Equipment,Zero Turn Mowers,Toro,TITAN 76501,
PC-VECTRA-21-RL-LS,2026-PRINCECRAFT-VECTRA-21-RL-34459,34459,Princecraft,VECTRA 21 RL,Marine,Pontoons,Princecraft,Vectra 21,
MERC-75HP-75ELPT-LS,2025-MERCURY-75-ELPT-34524,34524,Mercury,75 ELPT,Marine,Outboards,Mercury,75 ELPT,
TRAI-X-LS,2025-TRAILER-X-34527,34527,Trailer,X,Marine,Boat Trailers,Trailer,Boat Trailer,"BRAND: ""Trailer"" is not a brand name — confirm correct brand (Easy Hauler? OEM?); PRODUCT NAME: No model or code data — only ""X"" available. Needs manual product name."
TRAI-X-LS,2026-TRAILER-X-34477,34477,Trailer,X,Marine,Boat Trailers,Trailer,Boat Trailer,"BRAND: ""Trailer"" is not a brand name — confirm correct brand (Easy Hauler? OEM?); PRODUCT NAME: No model or code data — only ""X"" available. Needs manual product name."
CC-13B6A9TTA10-LS,2026-CUB-CADET-13B6A9TTA10-13B6A9TTA10,57691,Cub Cadet,13B6A9TTA10,Power Equipment,Riding Lawn Mowers,Cub Cadet,XT1 LT46,DUPLICATE SKU (first ls_id: 57689)
PC-AMAROK-166-WS-LS,2025-PRINCECRAFT-AMAROK-166-WS-34521,34521,Princecraft,AMAROK 166 WS,Marine,Fishing Boats,Princecraft,Amarok 166,
CC-13APA9TTA10-LS,2026-CUB-CADET-13APA9TTA10-13APA9TTA10,57692,Cub Cadet,13APA9TTA10,Power Equipment,Riding Lawn Mowers,Cub Cadet,XT1 LT46,
CC-13APA9TTA10-LS,2026-CUB-CADET-13APA9TTA10-13APA9TTA10,57694,Cub Cadet,13APA9TTA10,Power Equipment,Riding Lawn Mowers,Cub Cadet,XT1 LT46,DUPLICATE SKU (first ls_id: 57692)
CC-13APA9TTA10-LS,2026-CUB-CADET-13APA9TTA10-13APA9TTA10,57695,Cub Cadet,13APA9TTA10,Power Equipment,Riding Lawn Mowers,Cub Cadet,XT1 LT46,DUPLICATE SKU (first ls_id: 57692)
EASY-AL-PTDB2023-LS,2026-EASY-HAULER-AL-PTDB2023-301,54140,Easy Hauler,AL-PTDB2023,Marine,Boat Trailers,Easy Hauler,Drive On Bunk Trailer 18',PRODUCT NAME: No code data — inferred from sibling SKU AL-PTDB2023-305. Verify size/spec.
MERC-99HP-ME99MH4S-LS,2025-MERCURY-ME-9.9MH-4S-35,33997,Mercury,ME 9.9MH 4S,Marine,Outboards,Mercury,ME 9.9MH 4S,
MERC-115HP-ME115XLPXS-LS,2026-MERCURY-ME-115XL-PXS4S-322,54280,Mercury,ME 115XL PXS4S,Marine,Outboards,Mercury,115 HP PRO XS XL,DUPLICATE SKU (first ls_id: 54280)
MERC-60HP-ME60ELPT4S-LS,2022-MERCURY-ME-60-ELPT-4S-EFI-102,34094,Mercury,ME 60 ELPT 4S EFI,Marine,Outboards,Mercury,ME 60 ELPT 4S EFI,
MERC-99HP-ME99MH4S-LS,2025-MERCURY-ME-9.9MH-4S-32,33992,Mercury,ME 9.9MH 4S,Marine,Outboards,Mercury,ME 9.9MH 4S,DUPLICATE SKU (first ls_id: 33992)
MERC-25HP-ME25MH4STM-LS,2025-MERCURY-ME-2.5MH-4S-TMC-2,33908,Mercury,ME 2.5MH 4S TMC,Marine,Outboards,Mercury,ME 2.5MH 4S TMC,"PRODUCT NAME: Short-shaft portable outboard — consider consumer-friendly tag like ""2.5 HP Outboard"" vs technical ""ME 2.5MH 4S TMC"". | DUPLICATE SKU (first ls_id: 33908)"
CC-13A6A9TS596-LS,2026-CUB-CADET-13A6A9TS596-13A6A9TS596,57648,Cub Cadet,13A6A9TS596,Power Equipment,Riding Lawn Mowers,Cub Cadet,XT1 LT42,DUPLICATE SKU (first ls_id: 57647)
MERC-99HP-ME99ELH4ST-LS,2022-MERCURY-ME-9.9ELH-4S-TMC-33,33995,Mercury,ME 9.9ELH 4S TMC,Marine,Outboards,Mercury,ME 9.9ELH 4S TMC,
MERC-25HP-ME25ELHPTE-LS,2024-MERCURY-ME-25-ELHPT-EFI-4S-99,34085,Mercury,ME 25 ELHPT EFI 4S,Marine,Outboards,Mercury,ME 25 ELHPT EFI 4S,
CC-13APA1TEA10-LS,2026-CUB-CADET-13APA1TEA10-13APA1TEA10,57679,Cub Cadet,13APA1TEA10,Power Equipment,Riding Lawn Mowers,Cub Cadet,XT2 LX42,DUPLICATE SKU (first ls_id: 57675)
TORO-77283-LS,2026-TORO-77283-327,54504,Toro,77283,Power Equipment,Zero Turn Mowers,Toro,77283,
MERC-6HP-ME6MH-LS,2025-MERCURY-ME-6MH-27,33977,Mercury,ME 6MH,Marine,Outboards,Mercury,ME 6MH,DUPLICATE SKU (first ls_id: 33977)
MERC-40HP-40ELPT-LS,2026-MERCURY-40-ELPT-34455,34455,Mercury,40 ELPT,Marine,Outboards,Mercury,40 ELPT,
MERC-90HP-ME90ELPT4S-LS,26-MERCURY-ME-90ELPT-4S-5995,55835,Mercury,ME 90ELPT 4S,Marine,Outboards,Mercury,ME 90ELPT 4S,DUPLICATE SKU (first ls_id: 55835)
MERC-35HP-ME35MH4STM-LS,2023-MERCURY-ME-3.5MH-4S-TMC-14,33942,Mercury,ME 3.5MH 4S TMC,Marine,Outboards,Mercury,ME 3.5MH 4S TMC,"PRODUCT NAME: Short-shaft portable outboard — consider consumer-friendly tag like ""2.5 HP Outboard"" vs technical ""ME 2.5MH 4S TMC"". | DUPLICATE SKU (first ls_id: 33942)"
MERC-20HP-ME20MH4S-LS,2025-MERCURY-ME-20-MH-4S-92,34067,Mercury,ME 20 MH 4S,Marine,Outboards,Mercury,ME 20 MH 4S,
TORO-77404-LS,2026-TORO-77404-325,54502,Toro,77404,Power Equipment,Zero Turn Mowers,Toro,TIMECUTTER 77404,
MERC-6HP-ME6MH-LS,2025-MERCURY-ME-6MH-20,33958,Mercury,ME 6MH,Marine,Outboards,Mercury,ME 6MH,DUPLICATE SKU (first ls_id: 33958)
MERC-8HP-ME8EH4S-LS,2024-MERCURY-ME-8EH-4S-39,34005,Mercury,ME 8EH 4S,Marine,Outboards,Mercury,ME 8EH 4S,
MERC-30HP-ME30ELHPTE-LS,2023-MERCURY-ME-30-ELHPT-EFI-4S-109,34103,Mercury,ME 30 ELHPT EFI 4S,Marine,Outboards,Mercury,ME 30 ELHPT EFI 4S,
TRAI-Vertical-PT-Lif-LS,26-TRAILER-VERTICAL-PT-LIFT-101460,55607,Trailer,Vertical PT Lift,Marine,Dock Accessories,Trailer,Vertical PT Lift,"BRAND: ""Trailer"" is not a brand name — confirm correct brand (Easy Hauler? OEM?)"
MERC-25HP-ME25EHEFI4-LS,2024-MERCURY-ME-25-EH-EFI-4S-101,34091,Mercury,ME 25 EH EFI 4S,Marine,Outboards,Mercury,ME 25 EH EFI 4S,
MERC-25HP-ME25MH4STM-LS,2025-MERCURY-ME-2.5MH-4S-TMC-1,33904,Mercury,ME 2.5MH 4S TMC,Marine,Outboards,Mercury,ME 2.5MH 4S TMC,"PRODUCT NAME: Short-shaft portable outboard — consider consumer-friendly tag like ""2.5 HP Outboard"" vs technical ""ME 2.5MH 4S TMC""."
CC-13AQA1TLA10-LS,2026-CUB-CADET-13AQA1TLA10-13AQA1TLA10,57800,Cub Cadet,13AQA1TLA10,Power Equipment,Riding Lawn Mowers,Cub Cadet,XT1 LT50,
CC-13APA1TEA10-LS,2026-CUB-CADET-13APA1TEA10-13APA1TEA10,57675,Cub Cadet,13APA1TEA10,Power Equipment,Riding Lawn Mowers,Cub Cadet,XT2 LX42,DUPLICATE SKU (first ls_id: 57675)
MERC-25HP-ME25MH4STM-LS,2021-MERCURY-ME-2.5MH-4S-TMC-11,33935,Mercury,ME 2.5MH 4S TMC,Marine,Outboards,Mercury,ME 2.5MH 4S TMC,"PRODUCT NAME: Short-shaft portable outboard — consider consumer-friendly tag like ""2.5 HP Outboard"" vs technical ""ME 2.5MH 4S TMC"". | DUPLICATE SKU (first ls_id: 33935)"
MERC-6HP-ME6MH-LS,2025-MERCURY-ME-6MH-25,33971,Mercury,ME 6MH,Marine,Outboards,Mercury,ME 6MH,DUPLICATE SKU (first ls_id: 33971)
MERC-20HP-ME20MLH4S-LS,2023-MERCURY-ME-20-MLH-4S-59,34055,Mercury,ME 20 MLH 4S,Marine,Outboards,Mercury,ME 20 MLH 4S,DUPLICATE SKU (first ls_id: 34055)
