ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Brands,Meta: _product_sku,Meta: _product_year,Meta: _product_condition,Meta: _product_stock_status,Meta: _product_specs,Meta: _product_expert_id,Meta: _product_expert_review,Meta: _lightspeed_unit_id,Meta: _product_price,Meta: _product_msrp,Meta: _lightspeed_vin,Meta: _lightspeed_web_title,Meta: _lightspeed_color,Meta: _lightspeed_class,Meta: _lightspeed_unit_type,Meta: _lightspeed_raw_json,Meta: _lightspeed_last_sync,Meta: _lightspeed_unmapped_type,Meta: _product_monthly_payment,Reyco Category Slug
330,simple,EC-SRM410-26,,Echo SRM-410 String Trimmer,1,0,visible,"Echo SRM-410 String Trimmer — built to last past one season. Authorised Echo dealer service at Reyco, parts stocked at the counter.","<p>Aaron sells the Echo SRM-410 String Trimmer to the cottager who does his own edges every Saturday who needs an edge that won't quit halfway through the property. Echo's trimmer line has been the go-to recommendation for residential and prosumer customers across the cottage roads east of town for years.</p>
<p>Straight-shaft trimmers reach further and last longer than curved-shaft. The bump-feed head Echo ships with this one is the head 90% of customers actually use — no upselling on attachments you don't need. For the customer running a trimmer for an hour or more at a stretch, the balance matters more than the spec sheet. The handle position is dialled in for cutting along fences and gardens without the tip wandering.</p>
<p>Reyco is an authorised Echo dealer — warranty work, chain sharpening, parts, and routine service all run through our shop. Damian in the service department (small engines, lawn, snow, Echo) has been on these tools for years; Ron at the parts counter has the Echo-line consumables sorted before you finish asking. Trimmer wear parts — line, head, fuel filter, spark plug — all live at the parts counter, same-day pickup if you walk in. We'll re-spool the line for you while you wait if you don't want to fight the head. Damian also tunes the carb if the trimmer's been sitting all winter and won't take an idle.</p>
<p>For the seasonal landscaper running multiple properties, the Echo SRM-410 String Trimmer earns its keep across the season. The price difference between this and a discount-store trimmer pays for itself by the second August — and Aaron's seen enough of the discount stuff come back broken to know which side of that math is real. Aaron, our Service Manager, is at the showroom most days — drop in or call 705-253-7828 and he'll walk you through it.</p>",,,taxable,,backorder,,,0,0,,,,,0,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-SRM410-26.jpg,,,,,,,,,0,Echo,EC-SRM410-26,2026,new,on_order,"Make|Echo
Model|SRM-410
Year|2026
Type|String Trimmer
Class|String Trimmer",4,"As Service Manager I get a clear read on which trimmers hold up — the Echo SRM-410 String Trimmer is one of them. The conversation is always the same: straight shaft or curved, gas or cordless. For the cottager who does his own edges every Saturday who's tired of cheap trimmers that quit halfway through the season, this is the upgrade I'd recommend. Drop in and feel the balance — it matters over an hour of trimming. — Aaron, Service Manager",,,,,,,,,,,,,string-trimmers
331,simple,EC-SRM2620U-26,,Echo SRM-2620U String Trimmer,1,0,visible,"Echo SRM-2620U String Trimmer — built to last past one season. Authorised Echo dealer service at Reyco, parts stocked at the counter.","<p>The Echo SRM-2620U String Trimmer is Echo's answer to the trimmer that lasts past one summer. For the homeowner running the trimmer for an hour at a stretch, the upgrade from a box-store trimmer is immediate — easier starts, more consistent power, and a head that doesn't bind every twenty minutes.</p>
<p>Straight-shaft trimmers reach further and last longer than curved-shaft. The bump-feed head Echo ships with this one is the head 90% of customers actually use — no upselling on attachments you don't need. For the customer running a trimmer for an hour or more at a stretch, the balance matters more than the spec sheet. The handle position is dialled in for cutting along fences and gardens without the tip wandering.</p>
<p>Reyco is an authorised Echo dealer — warranty work, chain sharpening, parts, and routine service all run through our shop. Damian in the service department (small engines, lawn, snow, Echo) has been on these tools for years; Ron at the parts counter has the Echo-line consumables sorted before you finish asking. Trimmer wear parts — line, head, fuel filter, spark plug — all live at the parts counter, same-day pickup if you walk in. We'll re-spool the line for you while you wait if you don't want to fight the head. Damian also tunes the carb if the trimmer's been sitting all winter and won't take an idle.</p>
<p>For the customer with a half-acre lot and tidy hedge instinct, the Echo SRM-2620U String Trimmer earns its keep across the season. The price difference between this and a discount-store trimmer pays for itself by the second August — and Aaron's seen enough of the discount stuff come back broken to know which side of that math is real. Talk to Damian in the service department (small engines, lawn, snow, Echo) — he'll tell you what holds up and what to expect from the platform. 705-253-7828 or stop in.</p>",,,taxable,,backorder,,,0,0,,,,,0,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/v2_ECHO_Brushcutters_SRM-2620U_StaticShot2.jpg,,,,,,,,,0,Echo,EC-SRM2620U-26,2026,new,on_order,"Make|Echo
Model|SRM-2620U
Year|2026
Type|String Trimmer
Class|String Trimmer",4,"The Echo SRM-2620U String Trimmer is the trimmer I'd put in the customer with a half-acre lot and tidy hedge instinct's hand. Echo's pro line is over-engineered for homeowner use, which is exactly what you want from a tool you're running an hour at a stretch. — Aaron, Service Manager",,,,,,,,,,,,,string-trimmers
332,simple,EC-HC155-26,,Echo HC-155 Hedge Trimmer,1,0,visible,"Echo HC-155 Hedge Trimmer — built to handle a real cedar hedge, not just decorative shrubs. Authorised Echo dealer at White Oak Drive.","<p>For the cottager who lets the hedge go a year and pays for it the next with overgrowth that's gotten ahead of them, the Echo HC-155 Hedge Trimmer is the catch-up tool. Echo built this one with the blade length and engine match that real hedge work demands — and Aaron will tell you straight whether it's the right size for your hedge or whether you'd want the longer-blade unit.</p>
<p>Hedge trimmer geometry is everything — blade length, weight balance, where the engine sits. The Echo HC-155 Hedge Trimmer is dialled in for the customer who's actually trimming hedges, not just buying a tool. Cedar hedges are common across the mixed cottage-and-rural lawns we get up here, and they grow fast — the right blade length and engine match for that work matters. Double-sided blades, where Echo runs them, cut on both passes — half the time, half the back strain.</p>
<p>Reyco is an authorised Echo dealer — warranty work, chain sharpening, parts, and routine service all run through our shop. Damian in the service department (small engines, lawn, snow, Echo) has been on these tools for years; Ron at the parts counter has the Echo-line consumables sorted before you finish asking. We keep blades and consumables at the counter, and Damian sharpens hedge trimmer blades in-shop on the bench — drop the unit off and we'll turn it around quick. Most homeowners don't sharpen hedge trimmer blades and lose half their cutting capacity for it; once a season is the right cadence to bring it in.</p>
<p>For the landscaper trimming hedges all season with cedar or boxwood hedges to keep tidy, the Echo HC-155 Hedge Trimmer is the right tool — sized right for a real-world hedge, not a decorative shrub. Aaron, our Service Manager, is at the showroom most days — drop in or call 705-253-7828 and he'll walk you through it.</p>",,,taxable,,backorder,,,0,0,,,,,0,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-HC155-26.jpg,,,,,,,,,0,Echo,EC-HC155-26,2026,new,on_order,"Make|Echo
Model|HC-155
Year|2026
Type|Hedge Trimmer
Class|Hedge Trimmer",4,"Running the service side here, my read on Echo hedge trimmers is good — the Echo HC-155 Hedge Trimmer comes back for routine blade sharpening, not warranty work. For the customer with a real cedar hedge along the property line across Algoma, this is the right tool. Drop in and Damian or I will show you the difference between this and the underpowered electric you've been fighting. — Aaron, Service Manager",,,,,,,,,,,,,hedge-trimmers
333,simple,EC-HC2210-26,,Echo HC-2210 Hedge Trimmer,1,0,visible,"Echo HC-2210 Hedge Trimmer — built to handle a real cedar hedge, not just decorative shrubs. Authorised Echo dealer at White Oak Drive.","<p>The Echo HC-2210 Hedge Trimmer is built for the homeowner with overgrown shrubs and a Saturday to spend — somebody who's actually trimming hedges, not just buying a tool that looks the part. Echo's hedge line earned its reputation across the half-acre lots in town on cedar, juniper, and the kind of overgrowth that the discount-store trimmer pretends doesn't exist.</p>
<p>Hedge trimmer geometry is everything — blade length, weight balance, where the engine sits. The Echo HC-2210 Hedge Trimmer is dialled in for the customer who's actually trimming hedges, not just buying a tool. Cedar hedges are common across the half-acre lots in town, and they grow fast — the right blade length and engine match for that work matters. Double-sided blades, where Echo runs them, cut on both passes — half the time, half the back strain.</p>
<p>Reyco is an authorised Echo dealer — warranty work, chain sharpening, parts, and routine service all run through our shop. Damian in the service department (small engines, lawn, snow, Echo) has been on these tools for years; Ron at the parts counter has the Echo-line consumables sorted before you finish asking. We keep blades and consumables at the counter, and Damian sharpens hedge trimmer blades in-shop on the bench — drop the unit off and we'll turn it around quick. Most homeowners don't sharpen hedge trimmer blades and lose half their cutting capacity for it; once a season is the right cadence to bring it in.</p>
<p>For the cottager who lets the hedge go a year and pays for it the next with cedar or boxwood hedges to keep tidy, the Echo HC-2210 Hedge Trimmer is the right tool — sized right for a real-world hedge, not a decorative shrub. Drop in at 11 White Oak Drive East to see it on the floor. Lynn manages the parts counter and Ron can pull most wear items same-day.</p>",,,taxable,,backorder,,,0,0,,,,,0,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-HC2210-26.jpg,,,,,,,,,0,Echo,EC-HC2210-26,2026,new,on_order,"Make|Echo
Model|HC-2210
Year|2026
Type|Hedge Trimmer
Class|Hedge Trimmer",4,"The Echo HC-2210 Hedge Trimmer is what I'd recommend for anybody with a real cedar hedge. As Service Manager, I see them on the bench for routine sharpening — not engine work. That's the read you want before buying a hedge trimmer that needs to last. — Aaron, Co-Owner & Service Manager",,,,,,,,,,,,,hedge-trimmers
334,simple,EC-HC2810-26,,Echo HC-2810 Hedge Trimmer,1,0,visible,"Echo HC-2810 Hedge Trimmer — built to handle a real cedar hedge, not just decorative shrubs. Authorised Echo dealer at White Oak Drive.","<p>Across the rural lots north of the city, where cedar hedges are everywhere and they grow fast, the Echo HC-2810 Hedge Trimmer is the one Aaron sees come back to the bench for routine sharpening — not warranty work. That's the spread you want from a hedge trimmer that needs to last past one season.</p>
<p>Hedge trimmer geometry is everything — blade length, weight balance, where the engine sits. The Echo HC-2810 Hedge Trimmer is dialled in for the customer who's actually trimming hedges, not just buying a tool. Cedar hedges are common across the rural lots north of the city, and they grow fast — the right blade length and engine match for that work matters. Double-sided blades, where Echo runs them, cut on both passes — half the time, half the back strain.</p>
<p>Reyco is an authorised Echo dealer — warranty work, chain sharpening, parts, and routine service all run through our shop. Damian in the service department (small engines, lawn, snow, Echo) has been on these tools for years; Ron at the parts counter has the Echo-line consumables sorted before you finish asking. We keep blades and consumables at the counter, and Damian sharpens hedge trimmer blades in-shop on the bench — drop the unit off and we'll turn it around quick. Most homeowners don't sharpen hedge trimmer blades and lose half their cutting capacity for it; once a season is the right cadence to bring it in.</p>
<p>For the homeowner with overgrown shrubs and a Saturday to spend with cedar or boxwood hedges to keep tidy, the Echo HC-2810 Hedge Trimmer is the right tool — sized right for a real-world hedge, not a decorative shrub. Call 705-253-7828 to talk it through, or visit the showroom at 11 White Oak Drive East. We'll make sure the unit fits the lot before you leave the lot.</p>",,,taxable,,backorder,,,0,0,,,,,0,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-HC2810-26.jpg,,,,,,,,,0,Echo,EC-HC2810-26,2026,new,on_order,"Make|Echo
Model|HC-2810
Year|2026
Type|Hedge Trimmer
Class|Hedge Trimmer",4,"Running the service side here, my read on Echo hedge trimmers is good — the Echo HC-2810 Hedge Trimmer comes back for routine blade sharpening, not warranty work. For the cottager who lets the hedge go a year and pays for it the next across the cottage roads east of town, this is the right tool. Drop in and Damian or I will show you the difference between this and the underpowered electric you've been fighting. — Aaron, Service Manager",,,,,,,,,,,,,hedge-trimmers
335,simple,EC-HCA2620-26,,Echo HCA-2620 Articulating Hedge Trimmer,1,0,visible,"Echo HCA-2620 Articulating Hedge Trimmer — built to handle a real cedar hedge, not just decorative shrubs. Authorised Echo dealer at White Oak Drive.","<p>Hedge trimming is one of those jobs where the wrong tool turns a 30-minute task into a 2-hour fight. The Echo HCA-2620 Articulating Hedge Trimmer is the right tool. Aaron points the customer with a real cedar hedge along the property line toward this one when they walk in tired of three-day cedar trims with an underpowered electric hedge cutter.</p>
<p>Hedge trimmer geometry is everything — blade length, weight balance, where the engine sits. The Echo HCA-2620 Articulating Hedge Trimmer is dialled in for the customer who's actually trimming hedges, not just buying a tool. Cedar hedges are common across the mixed cottage-and-rural lawns we get up here, and they grow fast — the right blade length and engine match for that work matters. Double-sided blades, where Echo runs them, cut on both passes — half the time, half the back strain.</p>
<p>Reyco is an authorised Echo dealer — warranty work, chain sharpening, parts, and routine service all run through our shop. Damian in the service department (small engines, lawn, snow, Echo) has been on these tools for years; Ron at the parts counter has the Echo-line consumables sorted before you finish asking. We keep blades and consumables at the counter, and Damian sharpens hedge trimmer blades in-shop on the bench — drop the unit off and we'll turn it around quick. Most homeowners don't sharpen hedge trimmer blades and lose half their cutting capacity for it; once a season is the right cadence to bring it in.</p>
<p>For the landscaper trimming hedges all season with cedar or boxwood hedges to keep tidy, the Echo HCA-2620 Articulating Hedge Trimmer is the right tool — sized right for a real-world hedge, not a decorative shrub. Stop by the showroom at 11 White Oak Drive East to see it on the floor, or call 705-253-7828 if you'd rather talk through whether it's the right fit.</p>",,,taxable,,backorder,,,0,0,,,,,0,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-HCA2620-26.jpg,,,,,,,,,0,Echo,EC-HCA2620-26,2026,new,on_order,"Make|Echo
Model|HCA-2620
Year|2026
Type|Articulating Extended-Reach
Class|Articulating Hedge Trimmer",4,"Running the service side here, my read on Echo hedge trimmers is good — the Echo HCA-2620 Articulating Hedge Trimmer comes back for routine blade sharpening, not warranty work. For the cottager who lets the hedge go a year and pays for it the next across the lakefront properties, this is the right tool. Drop in and Damian or I will show you the difference between this and the underpowered electric you've been fighting. — Aaron, Service Manager",,,,,,,,,,,,,hedge-trimmers
336,simple,EC-HCA2620S-26,,Echo HCA-2620S Articulating Hedge Trimmer,1,0,visible,"Echo HCA-2620S Articulating Hedge Trimmer — built to handle a real cedar hedge, not just decorative shrubs. Authorised Echo dealer at White Oak Drive.","<p>The Echo HCA-2620S Articulating Hedge Trimmer is built for the customer with a real cedar hedge along the property line — somebody who's actually trimming hedges, not just buying a tool that looks the part. Echo's hedge line earned its reputation across the half-acre lots in town on cedar, juniper, and the kind of overgrowth that the discount-store trimmer pretends doesn't exist.</p>
<p>Hedge trimmer geometry is everything — blade length, weight balance, where the engine sits. The Echo HCA-2620S Articulating Hedge Trimmer is dialled in for the customer who's actually trimming hedges, not just buying a tool. Cedar hedges are common across the half-acre lots in town, and they grow fast — the right blade length and engine match for that work matters. Double-sided blades, where Echo runs them, cut on both passes — half the time, half the back strain.</p>
<p>Reyco is an authorised Echo dealer — warranty work, chain sharpening, parts, and routine service all run through our shop. Damian in the service department (small engines, lawn, snow, Echo) has been on these tools for years; Ron at the parts counter has the Echo-line consumables sorted before you finish asking. We keep blades and consumables at the counter, and Damian sharpens hedge trimmer blades in-shop on the bench — drop the unit off and we'll turn it around quick. Most homeowners don't sharpen hedge trimmer blades and lose half their cutting capacity for it; once a season is the right cadence to bring it in.</p>
<p>For the cottager who lets the hedge go a year and pays for it the next with cedar or boxwood hedges to keep tidy, the Echo HCA-2620S Articulating Hedge Trimmer is the right tool — sized right for a real-world hedge, not a decorative shrub. Stop by the showroom at 11 White Oak Drive East to see it on the floor, or call 705-253-7828 if you'd rather talk through whether it's the right fit.</p>",,,taxable,,backorder,,,0,0,,,,,0,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-HCA2620S-26.jpg,,,,,,,,,0,Echo,EC-HCA2620S-26,2026,new,on_order,"Make|Echo
Model|HCA-2620S
Year|2026
Type|Articulating (Short)
Class|Articulating Hedge Trimmer",4,"I service a lot of hedge trimmers, and the Echo HCA-2620S Articulating Hedge Trimmer is one I'd buy myself. The blade length and weight balance are dialled in for the landscaper trimming hedges all season. — Aaron, Service Manager",,,,,,,,,,,,,hedge-trimmers
337,simple,EC-SHC225-26,,Echo SHC-225 Shafted Hedge Trimmer,1,0,visible,"Echo SHC-225 Shafted Hedge Trimmer — built to handle a real cedar hedge, not just decorative shrubs. Authorised Echo dealer at White Oak Drive.","<p>Hedge trimming is one of those jobs where the wrong tool turns a 30-minute task into a 2-hour fight. The Echo SHC-225 Shafted Hedge Trimmer is the right tool. Aaron points the cottager who lets the hedge go a year and pays for it the next toward this one when they walk in tired of three-day cedar trims with an underpowered electric hedge cutter.</p>
<p>Hedge trimmer geometry is everything — blade length, weight balance, where the engine sits. The Echo SHC-225 Shafted Hedge Trimmer is dialled in for the customer who's actually trimming hedges, not just buying a tool. Cedar hedges are common across Algoma District, and they grow fast — the right blade length and engine match for that work matters. Double-sided blades, where Echo runs them, cut on both passes — half the time, half the back strain.</p>
<p>Reyco is an authorised Echo dealer — warranty work, chain sharpening, parts, and routine service all run through our shop. Damian in the service department (small engines, lawn, snow, Echo) has been on these tools for years; Ron at the parts counter has the Echo-line consumables sorted before you finish asking. We keep blades and consumables at the counter, and Damian sharpens hedge trimmer blades in-shop on the bench — drop the unit off and we'll turn it around quick. Most homeowners don't sharpen hedge trimmer blades and lose half their cutting capacity for it; once a season is the right cadence to bring it in.</p>
<p>For the customer with a real cedar hedge along the property line with cedar or boxwood hedges to keep tidy, the Echo SHC-225 Shafted Hedge Trimmer is the right tool — sized right for a real-world hedge, not a decorative shrub. Call 705-253-7828 to talk it through, or visit the showroom at 11 White Oak Drive East. We'll make sure the unit fits the lot before you leave the lot.</p>",,,taxable,,backorder,,,0,0,,,,,0,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/v2_ECHO_Hedge-Trimmers_SHC-225_StaticShot2.jpg,,,,,,,,,0,Echo,EC-SHC225-26,2026,new,on_order,"Make|Echo
Model|SHC-225
Year|2026
Type|Shafted Extended-Reach
Class|Shafted Hedge Trimmer",4,"The Echo SHC-225 Shafted Hedge Trimmer is what I'd recommend for anybody with a real cedar hedge. As Service Manager, I see them on the bench for routine sharpening — not engine work. That's the read you want before buying a hedge trimmer that needs to last. — Aaron, Co-Owner & Service Manager",,,,,,,,,,,,,hedge-trimmers
338,simple,EC-SHC225S-26,,Echo SHC-225S Shafted Hedge Trimmer,1,0,visible,"Echo SHC-225S Shafted Hedge Trimmer — built to handle a real cedar hedge, not just decorative shrubs. Authorised Echo dealer at White Oak Drive.","<p>Hedge trimming is one of those jobs where the wrong tool turns a 30-minute task into a 2-hour fight. The Echo SHC-225S Shafted Hedge Trimmer is the right tool. Aaron points the customer with a real cedar hedge along the property line toward this one when they walk in tired of three-day cedar trims with an underpowered electric hedge cutter.</p>
<p>Hedge trimmer geometry is everything — blade length, weight balance, where the engine sits. The Echo SHC-225S Shafted Hedge Trimmer is dialled in for the customer who's actually trimming hedges, not just buying a tool. Cedar hedges are common across Algoma District, and they grow fast — the right blade length and engine match for that work matters. Double-sided blades, where Echo runs them, cut on both passes — half the time, half the back strain.</p>
<p>Reyco is an authorised Echo dealer — warranty work, chain sharpening, parts, and routine service all run through our shop. Damian in the service department (small engines, lawn, snow, Echo) has been on these tools for years; Ron at the parts counter has the Echo-line consumables sorted before you finish asking. We keep blades and consumables at the counter, and Damian sharpens hedge trimmer blades in-shop on the bench — drop the unit off and we'll turn it around quick. Most homeowners don't sharpen hedge trimmer blades and lose half their cutting capacity for it; once a season is the right cadence to bring it in.</p>
<p>For the landscaper trimming hedges all season with cedar or boxwood hedges to keep tidy, the Echo SHC-225S Shafted Hedge Trimmer is the right tool — sized right for a real-world hedge, not a decorative shrub. Call 705-253-7828 to talk it through, or visit the showroom at 11 White Oak Drive East. We'll make sure the unit fits the lot before you leave the lot.</p>",,,taxable,,backorder,,,0,0,,,,,0,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/v2_ECHO_Hedge-Trimmers_SHC-225S_StaticShot2.jpg,,,,,,,,,0,Echo,EC-SHC225S-26,2026,new,on_order,"Make|Echo
Model|SHC-225S
Year|2026
Type|Shafted (Short)
Class|Shafted Hedge Trimmer",4,"Running the service side here, my read on Echo hedge trimmers is good — the Echo SHC-225S Shafted Hedge Trimmer comes back for routine blade sharpening, not warranty work. For the landscaper trimming hedges all season across the cottage country lots, this is the right tool. Drop in and Damian or I will show you the difference between this and the underpowered electric you've been fighting. — Aaron, Service Manager",,,,,,,,,,,,,hedge-trimmers
339,simple,EC-SHC2620-26,,Echo SHC-2620 Shafted Hedge Trimmer,1,0,visible,"Echo SHC-2620 Shafted Hedge Trimmer — built to handle a real cedar hedge, not just decorative shrubs. Authorised Echo dealer at White Oak Drive.","<p>For the customer with a real cedar hedge along the property line with overgrowth that's gotten ahead of them, the Echo SHC-2620 Shafted Hedge Trimmer is the catch-up tool. Echo built this one with the blade length and engine match that real hedge work demands — and Aaron will tell you straight whether it's the right size for your hedge or whether you'd want the longer-blade unit.</p>
<p>Hedge trimmer geometry is everything — blade length, weight balance, where the engine sits. The Echo SHC-2620 Shafted Hedge Trimmer is dialled in for the customer who's actually trimming hedges, not just buying a tool. Cedar hedges are common across Algoma District, and they grow fast — the right blade length and engine match for that work matters. Double-sided blades, where Echo runs them, cut on both passes — half the time, half the back strain.</p>
<p>Reyco is an authorised Echo dealer — warranty work, chain sharpening, parts, and routine service all run through our shop. Damian in the service department (small engines, lawn, snow, Echo) has been on these tools for years; Ron at the parts counter has the Echo-line consumables sorted before you finish asking. We keep blades and consumables at the counter, and Damian sharpens hedge trimmer blades in-shop on the bench — drop the unit off and we'll turn it around quick. Most homeowners don't sharpen hedge trimmer blades and lose half their cutting capacity for it; once a season is the right cadence to bring it in.</p>
<p>For the homeowner with overgrown shrubs and a Saturday to spend with cedar or boxwood hedges to keep tidy, the Echo SHC-2620 Shafted Hedge Trimmer is the right tool — sized right for a real-world hedge, not a decorative shrub. Talk to Damian in the service department (small engines, lawn, snow, Echo) — he'll tell you what holds up and what to expect from the platform. 705-253-7828 or stop in.</p>",,,taxable,,backorder,,,0,0,,,,,0,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-SHC2620-26.jpg,,,,,,,,,0,Echo,EC-SHC2620-26,2026,new,on_order,"Make|Echo
Model|SHC-2620
Year|2026
Type|Shafted Extended-Reach Pro
Class|Shafted Hedge Trimmer",4,"Running the service side here, my read on Echo hedge trimmers is good — the Echo SHC-2620 Shafted Hedge Trimmer comes back for routine blade sharpening, not warranty work. For the customer with a real cedar hedge along the property line across Algoma District, this is the right tool. Drop in and Damian or I will show you the difference between this and the underpowered electric you've been fighting. — Aaron, Service Manager",,,,,,,,,,,,,hedge-trimmers
340,simple,EC-SHC2620S-26,,Echo SHC-2620S Shafted Hedge Trimmer,1,0,visible,"Echo SHC-2620S Shafted Hedge Trimmer — built to handle a real cedar hedge, not just decorative shrubs. Authorised Echo dealer at White Oak Drive.","<p>The Echo SHC-2620S Shafted Hedge Trimmer is built for the cottager who lets the hedge go a year and pays for it the next — somebody who's actually trimming hedges, not just buying a tool that looks the part. Echo's hedge line earned its reputation across the Sault on cedar, juniper, and the kind of overgrowth that the discount-store trimmer pretends doesn't exist.</p>
<p>Hedge trimmer geometry is everything — blade length, weight balance, where the engine sits. The Echo SHC-2620S Shafted Hedge Trimmer is dialled in for the customer who's actually trimming hedges, not just buying a tool. Cedar hedges are common across the Sault, and they grow fast — the right blade length and engine match for that work matters. Double-sided blades, where Echo runs them, cut on both passes — half the time, half the back strain.</p>
<p>Reyco is an authorised Echo dealer — warranty work, chain sharpening, parts, and routine service all run through our shop. Damian in the service department (small engines, lawn, snow, Echo) has been on these tools for years; Ron at the parts counter has the Echo-line consumables sorted before you finish asking. We keep blades and consumables at the counter, and Damian sharpens hedge trimmer blades in-shop on the bench — drop the unit off and we'll turn it around quick. Most homeowners don't sharpen hedge trimmer blades and lose half their cutting capacity for it; once a season is the right cadence to bring it in.</p>
<p>For the landscaper trimming hedges all season with cedar or boxwood hedges to keep tidy, the Echo SHC-2620S Shafted Hedge Trimmer is the right tool — sized right for a real-world hedge, not a decorative shrub. Talk to Damian in the service department (small engines, lawn, snow, Echo) — he'll tell you what holds up and what to expect from the platform. 705-253-7828 or stop in.</p>",,,taxable,,backorder,,,0,0,,,,,0,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-SHC2620S-26.jpg,,,,,,,,,0,Echo,EC-SHC2620S-26,2026,new,on_order,"Make|Echo
Model|SHC-2620S
Year|2026
Type|Shafted Pro (Short)
Class|Shafted Hedge Trimmer",4,"I service a lot of hedge trimmers, and the Echo SHC-2620S Shafted Hedge Trimmer is one I'd buy myself. The blade length and weight balance are dialled in for the landscaper trimming hedges all season. — Aaron, Service Manager",,,,,,,,,,,,,hedge-trimmers
341,simple,EC-PWE1800-26,,Echo PWE-1800 Electric Pressure Washer,1,0,visible,Echo PWE-1800 Electric Pressure Washer — sized for spring deck-and-dock cleanup. Authorised Echo dealer service from Damian in the service department.,"<p>Around Lake Superior, where dock-and-deck spring cleanup is the standard May routine, the Echo PWE-1800 Electric Pressure Washer is the unit Aaron points customers toward. It hits the right tier — pro-grade build, homeowner-priced, sized for a couple of weekends a year.</p>
<p>PSI matters less than you'd think — what matters is consistent flow, a hose that doesn't kink, and a pump that holds pressure when the trigger's open for a sustained run. Echo's Echo PWE-1800 Electric Pressure Washer ships honest on all three. For dock-and-deck spring cleaning around Lake Superior, the Echo PWE-1800 Electric Pressure Washer hits the right tier — enough power to lift the season's grime, not so much that you blow paint off the siding. Aaron talks customers down from over-buying on PSI more often than up.</p>
<p>Reyco is an authorised Echo dealer — warranty work, chain sharpening, parts, and routine service all run through our shop. Damian in the service department (small engines, lawn, snow, Echo) has been on these tools for years; Ron at the parts counter has the Echo-line consumables sorted before you finish asking. When the pump needs service, we do it in-shop on the small-engine bench instead of shipping it out to a service centre — Damian handles pressure washer pump service end to end. Most pumps fail from sitting full of dirty water over winter, not from use — we'll show you how to winterise it properly.</p>
<p>For the cottage owner with a season's worth of grime to lift with a dock, a deck, or a vinyl exterior to keep clean, the Echo PWE-1800 Electric Pressure Washer is the right tier and the right service line. If you've got questions about fit, call 705-253-7828. If you want to see the unit, we're at 11 White Oak Drive East in Sault Ste. Marie.</p>",,,taxable,,backorder,,,0,0,,,,,0,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-PWE1800-26.jpg,,,,,,,,,0,Echo,EC-PWE1800-26,2026,new,on_order,"Make|Echo
Model|PWE-1800
Year|2026
Type|Electric Pressure Washer
Class|Electric Pressure Washer",4,"The Echo PWE-1800 Electric Pressure Washer is the pressure washer I recommend for the truck-and-trailer guy who'd rather own than rent. From the service side, Echo's gas units start reliably cold and hold pressure consistently. We see them on the bench for routine pump maintenance, not for the engines. — Aaron, Co-Owner & Service Manager",,,,,,,,,,,,,pressure-washers
