# casey-ask-missing-images-2026-04-23.csv
# 125 send_new_photo (no image on WC) + 20 confirm_or_replace (existing image, dealer-source unverified) = 145 SKUs
sku,brand,product_name,ask_type,notes
2026-CUB-CADET-13A6A,Cub Cadet,2026 Cub Cadet 13A6A9TS596,send_new_photo,"Riding mowers, zero-turns, accessories. Clean white-BG shots on cubcadet.ca product pages."
2026-CUB-CADET-13APA,Cub Cadet,2026 Cub Cadet 13APA1TEA10,send_new_photo,"Riding mowers, zero-turns, accessories. Clean white-BG shots on cubcadet.ca product pages."
2026-CUB-CADET-13AQA,Cub Cadet,2026 Cub Cadet 13AQA1TLA10,send_new_photo,"Riding mowers, zero-turns, accessories. Clean white-BG shots on cubcadet.ca product pages."
2026-CUB-CADET-13B5A,Cub Cadet,2026 Cub Cadet 13B5A2TLA10,send_new_photo,"Riding mowers, zero-turns, accessories. Clean white-BG shots on cubcadet.ca product pages."
2026-CUB-CADET-13B6A,Cub Cadet,2026 Cub Cadet 13B6A9TTA10,send_new_photo,"Riding mowers, zero-turns, accessories. Clean white-BG shots on cubcadet.ca product pages."
2026-EASY-HAULER-AL-,Easy Hauler,2026 Easy Hauler AL-PTDB2023,send_new_photo,Boat trailers. Source via manufacturer site or Google search.
2026-MERCURY-115-EXL,Mercury,2026 Mercury 115 EXLPT PRO XS,send_new_photo,Outboards + accessories. Mercury CDN blocks hotlinks; may need download+reupload from mercurymarine.com product pages.
2026-MERCURY-150-XL,Mercury,2026 Mercury 150 XL,send_new_photo,Outboards + accessories. Mercury CDN blocks hotlinks; may need download+reupload from mercurymarine.com product pages.
2026-MERCURY-40-ELPT,Mercury,2026 Mercury 40 ELPT,send_new_photo,Outboards + accessories. Mercury CDN blocks hotlinks; may need download+reupload from mercurymarine.com product pages.
2026-MERCURY-50-ELPT,Mercury,2026 Mercury 50 ELPT EFI CT,send_new_photo,Outboards + accessories. Mercury CDN blocks hotlinks; may need download+reupload from mercurymarine.com product pages.
2026-MERCURY-90-EXLP,Mercury,2026 Mercury 90 EXLPT CT,send_new_photo,Outboards + accessories. Mercury CDN blocks hotlinks; may need download+reupload from mercurymarine.com product pages.
2026-MERCURY-ME-115X,Mercury,2026 Mercury ME 115XL PXS4S,send_new_photo,Outboards + accessories. Mercury CDN blocks hotlinks; may need download+reupload from mercurymarine.com product pages.
2026-PRINCECRAFT-VEC,Princecraft,2026 Princecraft VECTRA 21 RL,send_new_photo,Boats photographed on water — white-BG hero shots available on princecraft.com. Use product hero crop.
2026-TORO-22217,Toro,2026 Toro 22217,send_new_photo,"Zero-turns, push mowers. toro.com has structured product image gallery."
2026-TORO-22217-2,Toro,2026 Toro 22217,send_new_photo,"Zero-turns, push mowers. toro.com has structured product image gallery."
2026-TORO-72504,Toro,2026 Toro 72504,send_new_photo,"Zero-turns, push mowers. toro.com has structured product image gallery."
2026-TORO-75747,Toro,2026 Toro 75747,send_new_photo,"Zero-turns, push mowers. toro.com has structured product image gallery."
2026-TORO-75747-2,Toro,2026 Toro 75747,send_new_photo,"Zero-turns, push mowers. toro.com has structured product image gallery."
2026-TORO-75747-3,Toro,2026 Toro 75747,send_new_photo,"Zero-turns, push mowers. toro.com has structured product image gallery."
2026-TORO-75747-4,Toro,2026 Toro 75747,send_new_photo,"Zero-turns, push mowers. toro.com has structured product image gallery."
2026-TORO-75747-5,Toro,2026 Toro 75747,send_new_photo,"Zero-turns, push mowers. toro.com has structured product image gallery."
2026-TORO-75747-6,Toro,2026 Toro 75747,send_new_photo,"Zero-turns, push mowers. toro.com has structured product image gallery."
2026-TORO-75747-7,Toro,2026 Toro 75747,send_new_photo,"Zero-turns, push mowers. toro.com has structured product image gallery."
2026-TORO-77283,Toro,2026 Toro 77283,send_new_photo,"Zero-turns, push mowers. toro.com has structured product image gallery."
2026-TORO-77283-2,Toro,2026 Toro 77283,send_new_photo,"Zero-turns, push mowers. toro.com has structured product image gallery."
2026-TORO-77283-3,Toro,2026 Toro 77283,send_new_photo,"Zero-turns, push mowers. toro.com has structured product image gallery."
2026-TORO-77404,Toro,2026 Toro 77404,send_new_photo,"Zero-turns, push mowers. toro.com has structured product image gallery."
2026-TORO-77404-2,Toro,2026 Toro 77404,send_new_photo,"Zero-turns, push mowers. toro.com has structured product image gallery."
2026-TORO-77404-3,Toro,2026 Toro 77404,send_new_photo,"Zero-turns, push mowers. toro.com has structured product image gallery."
2026-TORO-77501,Toro,2026 Toro 77501,send_new_photo,"Zero-turns, push mowers. toro.com has structured product image gallery."
2026-TORO-77503,Toro,2026 Toro 77503,send_new_photo,"Zero-turns, push mowers. toro.com has structured product image gallery."
2026-TRAILER-X,Trailer,2026 Trailer X,send_new_photo,Generic trailer products. Source via Google image search for each model.
2026-TRAILER-X-2,Trailer,2026 Trailer X,send_new_photo,Generic trailer products. Source via Google image search for each model.
2026-TRAILER-X-3,Trailer,2026 Trailer X,send_new_photo,Generic trailer products. Source via Google image search for each model.
2026-TRAILER-X-4,Trailer,2026 Trailer X,send_new_photo,Generic trailer products. Source via Google image search for each model.
26-MERCURY-ME-90ELPT,Mercury,26 Mercury ME 90ELPT 4S,send_new_photo,Outboards + accessories. Mercury CDN blocks hotlinks; may need download+reupload from mercurymarine.com product pages.
CAN-UNISTACKER-26,Cannon,Cannon Uni-Stacker Release,send_new_photo,no_image
CAN-WT-10LB-26,Cannon,Cannon Downrigger Weight — 10 lb Cannon Ball,send_new_photo,no_image
CAN-WT-4LB-26,Cannon,Cannon Downrigger Weight — 4 lb Cannon Ball,send_new_photo,no_image
CAN-WT-6LB-26,Cannon,Cannon Downrigger Weight — 6 lb Cannon Ball,send_new_photo,no_image
CAN-WT-8LB-26,Cannon,Cannon Downrigger Weight — 8 lb Cannon Ball,send_new_photo,no_image
CC-CHALL750MX-26,Cub Cadet UTV,Cub Cadet Challenger 750 MX (Hisun-Built UTV),confirm_or_replace,existing image — source unverified; needs dealer confirmation or replacement
EC-PB760LNT-26,Echo,Echo PB-760LNT Low-Noise Backpack (Tube),confirm_or_replace,existing image — source unverified; needs dealer confirmation or replacement
EC-SHC225-26,Echo,Echo SHC-225 Shafted Hedge Trimmer,confirm_or_replace,existing image — source unverified; needs dealer confirmation or replacement
EC-SHC225S-26,Echo,Echo SHC-225S Shafted Hedge Trimmer (S),confirm_or_replace,existing image — source unverified; needs dealer confirmation or replacement
HB-ICELIVE2-PWR-26,Humminbird,Humminbird ICE MEGA Live 2 Power Cable,send_new_photo,no_image
HB-ICELIVE2-SAE-26,Humminbird,Humminbird ICE MEGA Live 2 SAE Power Cable,send_new_photo,no_image
HB-XPLORE-PWR-26,Humminbird,Humminbird ICE XPLORE Power Cable,send_new_photo,no_image
HS-ACENV-26,Hisun,Hisun ACE NV — Electric Golf Cart,confirm_or_replace,existing image — source unverified; needs dealer confirmation or replacement
HS-GUARDIAN-26,Hisun,Hisun GUARDIAN Utility ATV,confirm_or_replace,existing image — source unverified; needs dealer confirmation or replacement
HS-MP9550R-26,Hisun,Hisun MP9 550R — Sport Trail UTV,confirm_or_replace,existing image — source unverified; needs dealer confirmation or replacement
HS-MP9750R-26,Hisun,Hisun MP9 750R Sport UTV,confirm_or_replace,existing image — source unverified; needs dealer confirmation or replacement
HS-MP9T400-26,Hisun,Hisun MP9T400 Entry Sport UTV,confirm_or_replace,existing image — source unverified; needs dealer confirmation or replacement
HS-SEC-E1-26,Hisun,Hisun Sector E1 — Electric UTV,confirm_or_replace,existing image — source unverified; needs dealer confirmation or replacement
HS-SEC250-26,Hisun,Hisun Sector 250 Compact Utility UTV,confirm_or_replace,existing image — source unverified; needs dealer confirmation or replacement
HS-SEC550EPS-26,Hisun,Hisun Sector 550 EPS — Utility UTV,confirm_or_replace,existing image — source unverified; needs dealer confirmation or replacement
HS-SEC750CREW-26,Hisun,Hisun Sector 750 Crew — 4-Seat Utility UTV,confirm_or_replace,existing image — source unverified; needs dealer confirmation or replacement
HS-SEC750EPS-26,Hisun,Hisun Sector 750 EPS,confirm_or_replace,existing image — source unverified; needs dealer confirmation or replacement
HS-STRK250R-26,Hisun,Hisun Strike 250R — Youth Sport UTV,confirm_or_replace,existing image — source unverified; needs dealer confirmation or replacement
HS-STRK550R-26,Hisun,Hisun Strike 550R — Adult Sport UTV,confirm_or_replace,existing image — source unverified; needs dealer confirmation or replacement
HS-STRY550-26,Hisun,Hisun Stryker 550X Sport-Trail UTV,confirm_or_replace,existing image — source unverified; needs dealer confirmation or replacement
HS-STRY750CREW-26,Hisun,Hisun Stryker 750 Crew (4-Seat Sport),confirm_or_replace,existing image — source unverified; needs dealer confirmation or replacement
HS-STRY750X-26,Hisun,Hisun Stryker 750X — Sport-Trail UTV,confirm_or_replace,existing image — source unverified; needs dealer confirmation or replacement
HS-TACTIC-26,Hisun,Hisun Tactic Utility ATV,confirm_or_replace,existing image — source unverified; needs dealer confirmation or replacement
MINNKOTA-TERROVA-80-,Minnkota,Minnkota Terrova 80,send_new_photo,no_image
RJ-BOAT-LIFT-ROOF-SY,R&J Machine,R&amp;J Boat Lift Roof System,send_new_photo,no_image
RJ-CANTILEVER-BOAT-L,R&J Machine,R&amp;J Cantilever Boat Lift,send_new_photo,no_image
RJ-FLOATING-TRUSS-DO,R&J Machine,R&amp;J Floating Truss Dock,send_new_photo,no_image
RJ-HIDDEN-BEAM-WET-S,R&J Machine,R&amp;J Hidden-Beam Wet-Slip Lift,send_new_photo,no_image
RJ-HYDRAULIC-BOAT-LI,R&J Machine,R&amp;J Hydraulic Boat Lift,send_new_photo,no_image
RJ-HYDRAULIC-PWC-LIF,R&J Machine,R&amp;J Hydraulic PWC Lift,send_new_photo,no_image
RJ-HYDRO-EXTREME-BOA,R&J Machine,R&amp;J Hydro Extreme Boat Lift,send_new_photo,no_image
RJ-LIFT-UP-STEP-DOCK,R&J Machine,R&amp;J Lift-Up Step Dock,send_new_photo,no_image
RJ-LUX-FLOATING-DOCK,R&J Machine,R&amp;J LUX Floating Dock System,send_new_photo,no_image
RJ-MARINE-RAILWAY-SY,R&J Machine,R&amp;J Marine Railway System,send_new_photo,no_image
RJ-TRUSS-PIPE-DOCK-A,R&J Machine,R&amp;J Truss Pipe Dock — Aluminum,send_new_photo,no_image
RJ-VERTICAL-PONTOON-,R&J Machine,R&amp;J Vertical Pontoon Boat Lift,send_new_photo,no_image
RJ-WAVEX-MODULAR-DOC,R&J Machine,R&amp;J WaveX Modular Dock System,send_new_photo,no_image
WAVE-ARMOR-OTTER-SWI,R&J Machine,Wave Armor Otter Swim Raft 8&#8217;x10&#8242;,send_new_photo,no_image
WAVE-ARMOUR-PWC-WAVE,R&J Machine,Wave Armour PWC Wave Port,send_new_photo,no_image
