# product-image-audit-2026-04-23.csv
# Generated per boss dispatch 1776992800688-boss-bx121 (2026-04-23).
# Source: 2026-04-23_product-image-qc.csv (aggregated by SKU).
# Thresholds applied:
#   aspect deviation <5%  -> aspect_1to1_pass=pass, action_needed=none
#   aspect deviation 5-20% -> aspect_1to1_pass=fail, action_needed=designer_qc_edge_case
#   aspect deviation >20% -> aspect_1to1_pass=fail, action_needed=re-crop_to_square
#   no image             -> action_needed=request_from_dealer
# Dealer-verification heuristic: filename prefix match against known OEM codes
#   (MM/HS/EC/CN/HB/MK/CC/TORO/PC/BC). All images are WP-hosted on
#   reyco.glvmarketing.ca; domain alone does not verify dealer source.
# explicit_permission_on_file: default 'no' for all rows (forward-tracking only,
#   no retroactive backfill per boss rule).
sku,current_image_in_WC,current_image_url_or_path,aspect_ratio,aspect_1to1_pass,source_verified_dealer,explicit_permission_on_file,action_needed,image_w,image_h,brand,product_name,notes
2022-MERCURY-ME-60-E,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Mercury,2022 Mercury ME 60 ELPT 4S EFI,Outboards + accessories. Mercury CDN blocks hotlinks; may need download+reupload from mercurymarine.com product pages.
2022-MERCURY-ME-8MH-,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Mercury,2022 Mercury ME 8MH 4S TMC,Outboards + accessories. Mercury CDN blocks hotlinks; may need download+reupload from mercurymarine.com product pages.
2022-MERCURY-ME-9-9E,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Mercury,2022 Mercury ME 9.9ELH 4S TMC,Outboards + accessories. Mercury CDN blocks hotlinks; may need download+reupload from mercurymarine.com product pages.
2022-TORO-74055,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Toro,2022 Toro 74055,"Zero-turns, push mowers. toro.com has structured product image gallery."
2023-CUB-CADET-17AIE,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Cub Cadet,2023 Cub Cadet 17AIEACL010,"Riding mowers, zero-turns, accessories. Clean white-BG shots on cubcadet.ca product pages."
2023-CUB-CADET-17ARG,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Cub Cadet,2023 Cub Cadet 17ARGBYEA10,"Riding mowers, zero-turns, accessories. Clean white-BG shots on cubcadet.ca product pages."
2023-MERCURY-115-PRO,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Mercury,2023 Mercury 115 Pro XS,Outboards + accessories. Mercury CDN blocks hotlinks; may need download+reupload from mercurymarine.com product pages.
2023-MERCURY-60-ELPT,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Mercury,2023 Mercury 60 ELPT,Outboards + accessories. Mercury CDN blocks hotlinks; may need download+reupload from mercurymarine.com product pages.
2023-MERCURY-90-EXLP,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Mercury,2023 Mercury 90 EXLPT CT,Outboards + accessories. Mercury CDN blocks hotlinks; may need download+reupload from mercurymarine.com product pages.
2023-MERCURY-ME-15-E,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Mercury,2023 Mercury ME 15 ELHPT PK 4S,Outboards + accessories. Mercury CDN blocks hotlinks; may need download+reupload from mercurymarine.com product pages.
2023-MERCURY-ME-20-M,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Mercury,2023 Mercury ME 20 MLH 4S,Outboards + accessories. Mercury CDN blocks hotlinks; may need download+reupload from mercurymarine.com product pages.
2023-MERCURY-ME-25-E,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Mercury,2023 Mercury ME 25 ELPT EFI 4S,Outboards + accessories. Mercury CDN blocks hotlinks; may need download+reupload from mercurymarine.com product pages.
2023-MERCURY-ME-3-5M,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Mercury,2023 Mercury ME 3.5MH 4S TMC,Outboards + accessories. Mercury CDN blocks hotlinks; may need download+reupload from mercurymarine.com product pages.
2023-MERCURY-ME-30-E,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Mercury,2023 Mercury ME 30 ELHPT EFI 4S,Outboards + accessories. Mercury CDN blocks hotlinks; may need download+reupload from mercurymarine.com product pages.
2023-MERCURY-ME-40-E,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Mercury,2023 Mercury ME 40 ELHPT 4S EFI,Outboards + accessories. Mercury CDN blocks hotlinks; may need download+reupload from mercurymarine.com product pages.
2023-MERCURY-ME-6MH,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Mercury,2023 Mercury ME 6MH,Outboards + accessories. Mercury CDN blocks hotlinks; may need download+reupload from mercurymarine.com product pages.
2023-MERCURY-ME-9-9E,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Mercury,2023 Mercury ME 9.9ELH 4S TMC,Outboards + accessories. Mercury CDN blocks hotlinks; may need download+reupload from mercurymarine.com product pages.
2023-PRINCECRAFT-SPO,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Princecraft,2023 Princecraft SPORTFISHER 21 2RS,Boats photographed on water — white-BG hero shots available on princecraft.com. Use product hero crop.
2024-CUB-CADET-17AIE,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Cub Cadet,2024 Cub Cadet 17AIEAC2A10,"Riding mowers, zero-turns, accessories. Clean white-BG shots on cubcadet.ca product pages."
2024-CUB-CADET-17ARG,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Cub Cadet,2024 Cub Cadet 17ARGBYLA10,"Riding mowers, zero-turns, accessories. Clean white-BG shots on cubcadet.ca product pages."
2024-EASY-HAULER-AL-,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Easy Hauler,2024 Easy Hauler AL-1610B-YC,Boat trailers. Source via manufacturer site or Google search.
2024-MERCURY-ME-15-E,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Mercury,2024 Mercury ME 15 EH 4S,Outboards + accessories. Mercury CDN blocks hotlinks; may need download+reupload from mercurymarine.com product pages.
2024-MERCURY-ME-25-E,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Mercury,2024 Mercury ME 25 EH EFI 4S,Outboards + accessories. Mercury CDN blocks hotlinks; may need download+reupload from mercurymarine.com product pages.
2024-MERCURY-ME-4MH-,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Mercury,2024 Mercury ME 4MH 4S,Outboards + accessories. Mercury CDN blocks hotlinks; may need download+reupload from mercurymarine.com product pages.
2024-MERCURY-ME-50-E,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Mercury,2024 Mercury ME 50 ELPT 4S EFI,Outboards + accessories. Mercury CDN blocks hotlinks; may need download+reupload from mercurymarine.com product pages.
2024-MERCURY-ME-60-E,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Mercury,2024 Mercury ME 60 ELPT 4S EFI,Outboards + accessories. Mercury CDN blocks hotlinks; may need download+reupload from mercurymarine.com product pages.
2024-MERCURY-ME-6MLH,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Mercury,2024 Mercury ME 6MLH,Outboards + accessories. Mercury CDN blocks hotlinks; may need download+reupload from mercurymarine.com product pages.
2024-MERCURY-ME-8EH-,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Mercury,2024 Mercury ME 8EH 4S,Outboards + accessories. Mercury CDN blocks hotlinks; may need download+reupload from mercurymarine.com product pages.
2024-PRINCECRAFT-RES,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Princecraft,2024 Princecraft RESORTER 160 BT,Boats photographed on water — white-BG hero shots available on princecraft.com. Use product hero crop.
2024-TORO-74532,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Toro,2024 Toro 74532,"Zero-turns, push mowers. toro.com has structured product image gallery."
2024-TORO-74532-2,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Toro,2024 Toro 74532,"Zero-turns, push mowers. toro.com has structured product image gallery."
2024-TRAILER-X,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Trailer,2024 Trailer X,Generic trailer products. Source via Google image search for each model.
2024-TRAILER-X-2,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Trailer,2024 Trailer X,Generic trailer products. Source via Google image search for each model.
2025-CUB-CADET-17ARG,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Cub Cadet,2025 Cub Cadet 17ARGBYNA10,"Riding mowers, zero-turns, accessories. Clean white-BG shots on cubcadet.ca product pages."
2025-EASY-HAULER-125,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Easy Hauler,2025 Easy Hauler 1250# PAINTED TRAILER 480 X 12B E-COAT,Boat trailers. Source via manufacturer site or Google search.
2025-MERCURY-40-ELPT,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Mercury,2025 Mercury 40 ELPT,Outboards + accessories. Mercury CDN blocks hotlinks; may need download+reupload from mercurymarine.com product pages.
2025-MERCURY-75-ELPT,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Mercury,2025 Mercury 75 ELPT,Outboards + accessories. Mercury CDN blocks hotlinks; may need download+reupload from mercurymarine.com product pages.
2025-MERCURY-ME-2-5M,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Mercury,2025 Mercury ME 2.5MH 4S TMC,Outboards + accessories. Mercury CDN blocks hotlinks; may need download+reupload from mercurymarine.com product pages.
2025-MERCURY-ME-20-E,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Mercury,2025 Mercury ME 20 EH 4S,Outboards + accessories. Mercury CDN blocks hotlinks; may need download+reupload from mercurymarine.com product pages.
2025-MERCURY-ME-20-M,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Mercury,2025 Mercury ME 20 MH 4S,Outboards + accessories. Mercury CDN blocks hotlinks; may need download+reupload from mercurymarine.com product pages.
2025-MERCURY-ME-25-E,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Mercury,2025 Mercury ME 25 ELPT EFI 4S,Outboards + accessories. Mercury CDN blocks hotlinks; may need download+reupload from mercurymarine.com product pages.
2025-MERCURY-ME-50-E,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Mercury,2025 Mercury ME 50 ELHPT 4S EFI,Outboards + accessories. Mercury CDN blocks hotlinks; may need download+reupload from mercurymarine.com product pages.
2025-MERCURY-ME-5MH,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Mercury,2025 Mercury ME 5MH,Outboards + accessories. Mercury CDN blocks hotlinks; may need download+reupload from mercurymarine.com product pages.
2025-MERCURY-ME-5MH-,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Mercury,2025 Mercury ME 5MH,Outboards + accessories. Mercury CDN blocks hotlinks; may need download+reupload from mercurymarine.com product pages.
2025-MERCURY-ME-60-E,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Mercury,2025 Mercury ME 60 ELHPT CT 4S,Outboards + accessories. Mercury CDN blocks hotlinks; may need download+reupload from mercurymarine.com product pages.
2025-MERCURY-ME-6MH,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Mercury,2025 Mercury ME 6MH,Outboards + accessories. Mercury CDN blocks hotlinks; may need download+reupload from mercurymarine.com product pages.
2025-MERCURY-ME-6MH-,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Mercury,2025 Mercury ME 6MH,Outboards + accessories. Mercury CDN blocks hotlinks; may need download+reupload from mercurymarine.com product pages.
2025-MERCURY-ME-9-9M,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Mercury,2025 Mercury ME 9.9MH 4S,Outboards + accessories. Mercury CDN blocks hotlinks; may need download+reupload from mercurymarine.com product pages.
2025-PRINCECRAFT-AMA,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Princecraft,2025 Princecraft AMAROK 166 WS,Boats photographed on water — white-BG hero shots available on princecraft.com. Use product hero crop.
2025-TORO-77502,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Toro,2025 Toro 77502,"Zero-turns, push mowers. toro.com has structured product image gallery."
2025-TORO-77507,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Toro,2025 Toro 77507,"Zero-turns, push mowers. toro.com has structured product image gallery."
2025-TRAILER-X,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Trailer,2025 Trailer X,Generic trailer products. Source via Google image search for each model.
2025-TRAILER-X-2,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Trailer,2025 Trailer X,Generic trailer products. Source via Google image search for each model.
2025-TRAILER-X-3,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Trailer,2025 Trailer X,Generic trailer products. Source via Google image search for each model.
2025-TRAILER-X-4,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Trailer,2025 Trailer X,Generic trailer products. Source via Google image search for each model.
2026-CUB-CADET-13A6A,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Cub Cadet,2026 Cub Cadet 13A6A9TS596,"Riding mowers, zero-turns, accessories. Clean white-BG shots on cubcadet.ca product pages."
2026-CUB-CADET-13APA,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Cub Cadet,2026 Cub Cadet 13APA1TEA10,"Riding mowers, zero-turns, accessories. Clean white-BG shots on cubcadet.ca product pages."
2026-CUB-CADET-13AQA,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Cub Cadet,2026 Cub Cadet 13AQA1TLA10,"Riding mowers, zero-turns, accessories. Clean white-BG shots on cubcadet.ca product pages."
2026-CUB-CADET-13B5A,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Cub Cadet,2026 Cub Cadet 13B5A2TLA10,"Riding mowers, zero-turns, accessories. Clean white-BG shots on cubcadet.ca product pages."
2026-CUB-CADET-13B6A,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Cub Cadet,2026 Cub Cadet 13B6A9TTA10,"Riding mowers, zero-turns, accessories. Clean white-BG shots on cubcadet.ca product pages."
2026-EASY-HAULER-AL-,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Easy Hauler,2026 Easy Hauler AL-PTDB2023,Boat trailers. Source via manufacturer site or Google search.
2026-MERCURY-115-EXL,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Mercury,2026 Mercury 115 EXLPT PRO XS,Outboards + accessories. Mercury CDN blocks hotlinks; may need download+reupload from mercurymarine.com product pages.
2026-MERCURY-150-XL,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Mercury,2026 Mercury 150 XL,Outboards + accessories. Mercury CDN blocks hotlinks; may need download+reupload from mercurymarine.com product pages.
2026-MERCURY-40-ELPT,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Mercury,2026 Mercury 40 ELPT,Outboards + accessories. Mercury CDN blocks hotlinks; may need download+reupload from mercurymarine.com product pages.
2026-MERCURY-50-ELPT,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Mercury,2026 Mercury 50 ELPT EFI CT,Outboards + accessories. Mercury CDN blocks hotlinks; may need download+reupload from mercurymarine.com product pages.
2026-MERCURY-90-EXLP,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Mercury,2026 Mercury 90 EXLPT CT,Outboards + accessories. Mercury CDN blocks hotlinks; may need download+reupload from mercurymarine.com product pages.
2026-MERCURY-ME-115X,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Mercury,2026 Mercury ME 115XL PXS4S,Outboards + accessories. Mercury CDN blocks hotlinks; may need download+reupload from mercurymarine.com product pages.
2026-PRINCECRAFT-VEC,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Princecraft,2026 Princecraft VECTRA 21 RL,Boats photographed on water — white-BG hero shots available on princecraft.com. Use product hero crop.
2026-TORO-22217,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Toro,2026 Toro 22217,"Zero-turns, push mowers. toro.com has structured product image gallery."
2026-TORO-22217-2,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Toro,2026 Toro 22217,"Zero-turns, push mowers. toro.com has structured product image gallery."
2026-TORO-72504,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Toro,2026 Toro 72504,"Zero-turns, push mowers. toro.com has structured product image gallery."
2026-TORO-75747,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Toro,2026 Toro 75747,"Zero-turns, push mowers. toro.com has structured product image gallery."
2026-TORO-75747-2,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Toro,2026 Toro 75747,"Zero-turns, push mowers. toro.com has structured product image gallery."
2026-TORO-75747-3,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Toro,2026 Toro 75747,"Zero-turns, push mowers. toro.com has structured product image gallery."
2026-TORO-75747-4,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Toro,2026 Toro 75747,"Zero-turns, push mowers. toro.com has structured product image gallery."
2026-TORO-75747-5,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Toro,2026 Toro 75747,"Zero-turns, push mowers. toro.com has structured product image gallery."
2026-TORO-75747-6,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Toro,2026 Toro 75747,"Zero-turns, push mowers. toro.com has structured product image gallery."
2026-TORO-75747-7,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Toro,2026 Toro 75747,"Zero-turns, push mowers. toro.com has structured product image gallery."
2026-TORO-77283,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Toro,2026 Toro 77283,"Zero-turns, push mowers. toro.com has structured product image gallery."
2026-TORO-77283-2,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Toro,2026 Toro 77283,"Zero-turns, push mowers. toro.com has structured product image gallery."
2026-TORO-77283-3,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Toro,2026 Toro 77283,"Zero-turns, push mowers. toro.com has structured product image gallery."
2026-TORO-77404,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Toro,2026 Toro 77404,"Zero-turns, push mowers. toro.com has structured product image gallery."
2026-TORO-77404-2,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Toro,2026 Toro 77404,"Zero-turns, push mowers. toro.com has structured product image gallery."
2026-TORO-77404-3,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Toro,2026 Toro 77404,"Zero-turns, push mowers. toro.com has structured product image gallery."
2026-TORO-77501,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Toro,2026 Toro 77501,"Zero-turns, push mowers. toro.com has structured product image gallery."
2026-TORO-77503,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Toro,2026 Toro 77503,"Zero-turns, push mowers. toro.com has structured product image gallery."
2026-TRAILER-X,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Trailer,2026 Trailer X,Generic trailer products. Source via Google image search for each model.
2026-TRAILER-X-2,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Trailer,2026 Trailer X,Generic trailer products. Source via Google image search for each model.
2026-TRAILER-X-3,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Trailer,2026 Trailer X,Generic trailer products. Source via Google image search for each model.
2026-TRAILER-X-4,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Trailer,2026 Trailer X,Generic trailer products. Source via Google image search for each model.
26-MERCURY-ME-90ELPT,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Mercury,26 Mercury ME 90ELPT 4S,Outboards + accessories. Mercury CDN blocks hotlinks; may need download+reupload from mercurymarine.com product pages.
CAN-EASITROLL-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/CN_1901020_Easi-Troll_Hero-1.webp,1:1,pass,yes,no,none,2048,2048,Cannon,Cannon Easi-Troll,ok
CAN-LAKETROLL-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/CN_1901250_Lake-Troll_Hero-1.webp,1:1,pass,yes,no,none,2048,2048,Cannon,Cannon Lake-Troll,ok
CAN-MAG10-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/CN_1902305_Magnum10_3qRightNew.webp,1:1,pass,yes,no,none,2048,2048,Cannon,Cannon Magnum 10,ok
CAN-MAG10TS-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/CN_1902310_Magnum10TS_3qRight.webp,1:1,pass,yes,no,none,2048,2048,Cannon,Cannon Magnum 10 TS,ok
CAN-MAG5-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/CN_1902300_Magnum5_3qRight.webp,1:1,pass,yes,no,none,2048,2048,Cannon,Cannon Magnum 5,ok
CAN-MINITROLL-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/CN_1901200_Mini-Troll_Hero-1.webp,1:1,pass,yes,no,none,2048,2048,Cannon,Cannon Mini-Troll,ok
CAN-OPTIMUM-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/CN_1902335_Optimum_3qRight.webp,1:1,pass,yes,no,none,2048,2048,Cannon,Cannon Optimum Downrigger,ok
CAN-OPTIMUMTS-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/CN_1902340_OptimumTS_3qRight-1.webp,1:1,pass,yes,no,none,2048,2048,Cannon,Cannon Optimum TS Downrigger,ok
CAN-UNI10-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/CN_1901130_UNI-TROLL-10_Hero-1.webp,1:1,pass,yes,no,none,2048,2048,Cannon,Cannon Uni-Troll 10,ok
CAN-UNI10TS-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/CN_1901140_Uni-Troll10TS_Hero-1.webp,1:1,pass,yes,no,none,2048,2048,Cannon,Cannon Uni-Troll 10 TS,ok
CAN-UNI5-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/CN_1901120_Uni-Troll5_Hero-1.webp,1:1,pass,yes,no,none,2048,2048,Cannon,Cannon Uni-Troll 5,ok
CAN-UNISTACKER-26,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Cannon,Cannon Uni-Stacker Release,no_image
CAN-WT-10LB-26,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Cannon,Cannon Downrigger Weight — 10 lb Cannon Ball,no_image
CAN-WT-4LB-26,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Cannon,Cannon Downrigger Weight — 4 lb Cannon Ball,no_image
CAN-WT-6LB-26,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Cannon,Cannon Downrigger Weight — 6 lb Cannon Ball,no_image
CAN-WT-8LB-26,no,,n/a,n/a,n/a,no,request_from_dealer,0,0,Cannon,Cannon Downrigger Weight — 8 lb Cannon Ball,no_image
CC-CHALL750MX-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/37CYCCPK010_MX750_PFL.jpg,1:1,pass,unknown,no,none,740,740,Cub Cadet UTV,Cub Cadet Challenger 750 MX (Hisun-Built UTV),ok
EC-CS2511P-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-CS2511P-26.jpg,1.74:1 landscape,fail,yes,no,re-crop_to_square,1200,688,Echo,Echo CS-2511P Compact Pro Chainsaw,ok
EC-CS2511T-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-CS2511T-26.jpg,1.88:1 landscape,fail,yes,no,re-crop_to_square,1200,640,Echo,Echo CS-2511T Top-Handle Chainsaw,ok
EC-CS271T-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-CS271T-26.jpg,1.69:1 landscape,fail,yes,no,re-crop_to_square,1200,708,Echo,Echo CS-271T Top-Handle Chainsaw,ok
EC-CS310-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-CS310-26.jpg,2.2:1 landscape,fail,yes,no,re-crop_to_square,1200,546,Echo,Echo CS-310 Chainsaw,ok
EC-CS3510-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-CS3510-26.jpg,1.85:1 landscape,fail,yes,no,re-crop_to_square,1200,648,Echo,Echo CS-3510 Homeowner Chainsaw,ok
EC-CS352-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-CS352-26.jpg,2.2:1 landscape,fail,yes,no,re-crop_to_square,1200,546,Echo,Echo CS-352 Chainsaw,ok
EC-CS355T-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-CS355T-26.jpg,1.81:1 landscape,fail,yes,no,re-crop_to_square,1200,664,Echo,Echo CS-355T Top-Handle Chainsaw,ok
EC-CS361P-26,yes,https://reyco.glvmarketing.ca/wp-content/uploads/2026/04/EC-CS361P-26.jpg,1.83:1 landscape,fail,yes,no,re-crop_to_square,1200,654,Echo,Echo CS-361P Mid Pro Chainsaw,ok
