ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Brands,Meta: _product_sku,Meta: _product_year,Meta: _product_condition,Meta: _product_stock_status,Meta: _product_specs,Meta: _product_expert_id,Meta: _product_expert_review,Meta: _lightspeed_unit_id,Meta: _product_price,Meta: _product_msrp,Meta: _lightspeed_vin,Meta: _lightspeed_web_title,Meta: _lightspeed_color,Meta: _lightspeed_class,Meta: _lightspeed_unit_type,Meta: _lightspeed_raw_json,Meta: _lightspeed_last_sync,Meta: _lightspeed_unmapped_type,Meta: _product_monthly_payment
217,simple,HS-SEC750CREW-26,,Hisun Sector 750 Crew — 4-Seat Utility UTV,1,0,visible,"Four-seat utility workhorse. Three factory colours, full utility capability.","<p>The Sector 750 Crew brings four-seat capacity to the Sector utility line without compromising on capability. 750cc power, full utility spec, extended body to seat four adults plus gear. For hunting camps, family properties, and work crews who need to move people and tools together.</p>\n<p>Three factory colours (Viper Woodland camo, Destroyer Grey, Fresh Avocado). Lee lifestyle series shows the Crew in real hunting-camp conditions. Towing and rack capacity rated for serious utility work — not a de-rated family truck.</p>\n<p>Reyco handles financing, delivery, install of accessories (winch, plow), and full service. Most-requested upgrade package: winch plus front plow, bundled into one financing payment.</p>",,,taxable,,backorder,,,0,0,,,,,0,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/800_sector750crewred-104342.png,,,,,,,,,0,Hisun,HS-SEC750CREW-26,2026,new,on_order,"Engine|735cc Single-Cylinder
Seating|4
Drive|2WD/4WD Select with Differential Lock
Colours|Viper Woodland, Destroyer Grey, Fresh Avocado
Warranty|Hisun Manufacturer",1,Sector 750 Crew is what you graduate into when the family starts coming along or the hunting party grows. Real 4-seat capacity plus full utility capability. Honest machine.,,,,,,,,,,,,
218,simple,HS-STRY750X-26,,Hisun Stryker 750X — Sport-Trail UTV,1,0,visible,"Two-seat flagship sport-trail UTV. 750cc, overland-capable suspension.","<p>The Stryker 750X is Hisun's sport-trail flagship. Built for riders who want more than a weekend trail cruiser — the Stryker is set up for aggressive terrain, overland touring, and technical riding where suspension travel and ground clearance earn their keep.</p>\n<p>Available in Camo and HISUN Red factory finishes. The 1V9A lifestyle series shows the machine in real overland conditions — rough terrain, aggressive trails, and technical sections. 750cc engine delivers flagship sport power without flagship pricing.</p>\n<p>Reyco stocks, services, and sells the Stryker line. <a href=""/financing/apply/"">Financing</a> through the same partners as our boats. Accessories including winches, roofs, and windshields installed at our shop.</p>",,,taxable,,backorder,,,0,0,,,,,0,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/800_stryker-red-750x-front-angle-w-vents-102322.png,,,,,,,,,0,Hisun,HS-STRY750X-26,2026,new,on_order,"Engine|735cc Single-Cylinder
Seating|2
Drive|2WD/4WD Select
Suspension|Long-travel overland-capable
Colours|Camo, HISUN Red
Warranty|Hisun Manufacturer",1,"Stryker 750X handles overland and aggressive trail in a way most UTVs at this price can't. If Strike is trail, Stryker is trail-plus. Customers who ride hard end up here.",,,,,,,,,,,,
219,simple,HS-MP9550R-26,,Hisun MP9 550R — Sport Trail UTV,1,0,visible,"Mid-displacement sport UTV. 550cc, four factory colours, real trail performance.","<p>The MP9 550R hits the sweet spot for most serious trail riders — 550cc sport engine, proper suspension setup, and a price that keeps customers on the trail instead of stuck deliberating on the showroom floor. Two-seat configuration with four factory colour choices (Camo, Gray, Red, Tan).</p>\n<p>MP9 is a pure sport-trail line. Not utility, not crew, not overland — just sport. Suspension geometry tuned for aggressive trail, power delivery matched for the 550cc platform. The model most MP9 buyers end up on when they want real performance without top-tier pricing.</p>\n<p>Full Reyco service and warranty support. Parts on the shelf for common wear items; anything else ordered in through our Hisun dealer account.</p>",,,taxable,,backorder,,,0,0,,,,,0,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/800_mp9-400-front-angle-red-no-winch-web-105838.png,,,,,,,,,0,Hisun,HS-MP9550R-26,2026,new,on_order,"Engine|546cc Single-Cylinder
Seating|2
Drive|2WD/4WD Select
Colours|Camo, Gray, Red, Tan
Warranty|Hisun Manufacturer",1,"MP9 550R is where serious trail riders land when they want sport performance without paying flagship money. Enough power for aggressive trail, suspension to back it up.",,,,,,,,,,,,
220,simple,HS-HS500-26,,Hisun HS 500 — Utility ATV,1,0,visible,"Mid-range utility ATV. Budget-friendly single-rider for hunters, trappers, and property owners.","<p>The Hisun HS 500 is the utility ATV for customers who want proven reliability without paying premium-brand pricing. Single-rider, mid-range utility spec, and the price point that matches how most Algoma buyers actually budget for equipment.</p>\n<p>Used by hunters packing camp gear, trappers running lines, small farm operators moving supplies, and property owners doing seasonal work. Proven Hisun manufacturing — the same engineering that builds OEM machines for other brand labels. Reliability that earns its price.</p>\n<p>Service and parts handled here. <a href=""/financing/apply/"">Financing available</a> — monthly payments that fit typical household budgets.</p>",,,taxable,,backorder,,,0,0,,,,,0,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/800_d1c4ff056a6aaf027c14ec92c81dc2da6bd2b507.png,,,,,,,,,0,Hisun,HS-HS500-26,2026,new,on_order,"Engine|471cc Single-Cylinder
Seating|1
Drive|2WD/4WD Select
Front Rack|40 lbs
Rear Rack|80 lbs
Warranty|Hisun Manufacturer",1,"The HS 500 is the ATV I point budget-conscious customers at. Honest utility machine, reliable, and priced right. Does the work without trying to impress anyone.",,,,,,,,,,,,
221,simple,HS-FORGE400I-26,,Hisun Forge 400i — Sport-Utility ATV,1,0,visible,"Sport-utility ATV flagship. 400cc, three factory colours.","<p>The Forge 400i is Hisun's sport-utility ATV — more performance than the HS line, still single-rider, configured for customers who want real capability in a single-rider machine. Three factory colours (Black Ops, Cavalry Blue, Viper Woodland Camo).</p>\n<p>For riders who need to cover ground solo, handle rougher terrain than the HS 500 would, or want fuel-injection smoothness (the 400i designation). Rack capacity, towing, and suspension all stepped up from entry ATV specs.</p>\n<p>Full Hisun warranty, serviced at Reyco, with parts stocking and accessory installation handled in-house.</p>",,,taxable,,backorder,,,0,0,,,,,0,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/HS-FORGE400I-26.jpg,,,,,,,,,0,Hisun,HS-FORGE400I-26,2026,new,on_order,"Engine|393cc Single-Cylinder (Fuel Injected)
Seating|1
Drive|2WD/4WD Select
Colours|Black Ops, Cavalry Blue, Viper Woodland
Warranty|Hisun Manufacturer",1,Forge 400i is the single-rider sport-utility for customers who want more than HS but don't need full UTV capability. Fuel injection is noticeable — smoother starts and throttle response than a carbureted equivalent.,,,,,,,,,,,,
222,simple,HS-SEC-E1-26,,Hisun Sector E1 — Electric UTV,1,0,visible,"Full-size 2-seat electric UTV. Zero emissions, quiet operation, real utility capability.","<p>The Sector E1 brings proper utility UTV capability to the electric platform. Two-seat, real cargo space, and the performance expected from a Sector — with zero emissions and quiet enough operation to park next to the cabin without waking anyone.</p>\n<p>Three factory colours (Cavalry Blue, Destroyer Grey, HISUN Red). Charges from a standard wall outlet overnight. Ideal for cottage properties, hunting camps running on solar, golf course operations, and customers stepping away from two-stroke gas equipment for environmental or noise reasons.</p>\n<p>Warranty, parts, and service handled by Reyco. Battery and controller service available in-house. <a href=""/financing/apply/"">Financing</a> treats electric the same as gas models.</p>",,,taxable,,backorder,,,0,0,,,,,0,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/800_e1-green-152808.png,,,,,,,,,0,Hisun,HS-SEC-E1-26,2026,new,on_order,"Motor|Electric AC
Battery|48V Lithium
Seating|2
Charge Time|8-10 hrs (120V outlet)
Colours|Cavalry Blue, Destroyer Grey, HISUN Red
Warranty|Hisun Manufacturer",1,"Sector E1 surprised me when I rode one. Real utility capability, not a de-rated golf cart. For the right customer — cottage owner, hunt camp, property that needs quiet — it's absolutely the right call.",,,,,,,,,,,,
223,simple,HS-ACENV-26,,Hisun ACE NV — Electric Golf Cart,1,0,visible,4-seat electric golf cart. EV Black or Coastal Blue factory finish.,"<p>The Hisun ACE NV is a proper 4-seat electric golf cart for golf course ops, large property movement, senior-living facilities, and private communities. Street-legal-speed classification (LSV) in most Ontario applications — confirm with your municipality.</p>\n<p>Available in EV Black and EV Coastal Blue factory finishes. Charges on standard outlets. Low operating cost, low maintenance compared to gas golf carts, zero emissions.</p>\n<p>Reyco services electric drivetrains in-house, carries battery and controller parts, and offers <a href=""/financing/apply/"">financing</a> on the cart + accessories (cargo boxes, weather enclosures, canopies).</p>",,,taxable,,backorder,,,0,0,,,,,0,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/800_aceblue-112942.png,,,,,,,,,0,Hisun,HS-ACENV-26,2026,new,on_order,"Motor|Electric AC
Battery|48V
Seating|4
Classification|LSV (province dependent)
Colours|EV Black, EV Coastal Blue
Warranty|Hisun Manufacturer",1,"ACE NV is the cleanest 4-seat electric golf cart on the Canadian market right now. For golf courses, retirement communities, large property owners — it fits the role perfectly.",,,,,,,,,,,,
234,simple,HS-GUARDIAN-26,,Hisun GUARDIAN Utility ATV,1,0,visible,"Full-size utility ATV workhorse for hunters, trappers, and property owners.","<p>The Hisun GUARDIAN is the utility ATV workhorse. Full-sized, single-rider, built for hauling gear to camp, running traplines, and handling rural property work. Lifestyle photography from the Demo Day shoots shows the machine in real-world conditions.</p><p>Reyco services GUARDIANs in-house and stocks common wear parts. Financing available.</p>",,,taxable,,backorder,,,0,0,,,,,0,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/800_gray-guardian-400-105238.png,,,,,,,,,0,Hisun,HS-GUARDIAN-26,2026,new,on_order,"Engine|Single-Cylinder (see spec sheet)
Seating|1
Drive|2WD/4WD Select
Use Case|Utility / Hunting / Trapline
Warranty|Hisun Manufacturer",1,GUARDIAN is the ATV Casey points hunters and trappers at. Honest utility machine at a fair price.,,,,,,,,,,,,
235,simple,HS-TACTIC-26,,Hisun Tactic Utility ATV,1,0,visible,Mid-tier utility ATV. Reliable single-rider for property work and outdoor crews.,"<p>The Tactic is Hisun's mid-utility ATV — priced and specced for customers who want more than entry-level but don't need flagship sport-utility. Solid single-rider capability for rural property owners.</p><p>Reyco handles sales, service, and Hisun warranty work in-house.</p>",,,taxable,,backorder,,,0,0,,,,,0,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/800_tactic400blue-113644.png,,,,,,,,,0,Hisun,HS-TACTIC-26,2026,new,on_order,"Engine|Single-Cylinder (see spec sheet)
Seating|1
Drive|2WD/4WD Select
Use Case|Mid Utility
Warranty|Hisun Manufacturer",1,Tactic slots between the HS 500 and the Forge 400i. Reliable mid-utility for customers who want step-up capability without paying sport-utility pricing.,,,,,,,,,,,,
236,simple,HS-HS400-26,,Hisun HS 400 Entry ATV,1,0,visible,Entry utility ATV. Budget-friendly single-rider for light property work.,"<p>The HS 400 is Hisun's entry utility ATV — the single-rider budget option for customers doing light firewood hauling, storm cleanup, occasional trail work, or small-farm movement. Proven Hisun manufacturing at honest pricing.</p><p>Service and parts through our shop.</p>",,,taxable,,backorder,,,0,0,,,,,0,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/800_bc87fbc39e87cb0e34cf722b75f2413ec7587279.png,,,,,,,,,0,Hisun,HS-HS400-26,2026,new,on_order,"Engine|379cc Single-Cylinder
Seating|1
Drive|2WD/4WD Select
Warranty|Hisun Manufacturer",1,HS 400 is the entry ATV for budget-focused buyers. Gets the job done without trying to impress anyone.,,,,,,,,,,,,
237,simple,HS-SEC250-26,,Hisun Sector 250 Compact Utility UTV,1,0,visible,Compact 2-seat utility UTV for tighter trails and smaller properties.,"<p>The Sector 250 is the compact utility Hisun — right-sized for smaller properties, tighter trails, and riders who don't need full-size displacement. Five factory colours (Avocado Green, Camo, Destroyer Grey, HISUN Red, Tactical Tan). Jamie's Land lifestyle series.</p>",,,taxable,,backorder,,,0,0,,,,,0,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/800_sector250-085013.png,,,,,,,,,0,Hisun,HS-SEC250-26,2026,new,on_order,"Engine|249cc Single-Cylinder
Seating|2
Colours|5 Factory Options
Use Case|Compact Utility
Warranty|Hisun Manufacturer",1,Sector 250 is the compact utility for customers whose trails or properties don't fit a full-size UTV. Right-sized instead of over-sized.,,,,,,,,,,,,
238,simple,HS-SEC750EPS-26,,Hisun Sector 750 EPS,1,0,visible,Full-displacement 2-seat utility with electric power steering.,<p>The Sector 750 EPS is the two-seat flagship utility Hisun — full 750cc power plus electric power steering for comfortable all-day work days. For customers who need the most capable two-seat Hisun utility on the floor.</p>,,,taxable,,backorder,,,0,0,,,,,0,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/800_sector-750-hisun-red-110632.png,,,,,,,,,0,Hisun,HS-SEC750EPS-26,2026,new,on_order,"Engine|735cc Single-Cylinder
Seating|2
Power Steering|Electric (EPS)
Drive|2WD/4WD Select with Differential Lock
Warranty|Hisun Manufacturer",1,Sector 750 EPS is the top two-seat utility Hisun — for owners who need maximum two-seat capability.,,,,,,,,,,,,
239,simple,HS-STRY550-26,,Hisun Stryker 550X Sport-Trail UTV,1,0,visible,"Two-seat overland sport UTV — 550cc, Nardo Grey factory finish.","<p>The Stryker 550X is the entry into Hisun's overland-capable sport-trail line. 550cc power, overland suspension geometry, Nardo Grey factory finish. For riders stepping up from Strike to more aggressive terrain.</p>",,,taxable,,backorder,,,0,0,,,,,0,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/800_stryker-550x-front-angle-nardo-grey-w-vents-102239.png,,,,,,,,,0,Hisun,HS-STRY550-26,2026,new,on_order,"Engine|546cc Single-Cylinder
Seating|2
Suspension|Long-travel overland
Colour|Nardo Grey
Warranty|Hisun Manufacturer",1,"Stryker 550X is the sport-trail step up from Strike. More aggressive suspension, overland capability, same Reyco dealer support.",,,,,,,,,,,,
240,simple,HS-STRY750CREW-26,,Hisun Stryker 750 Crew (4-Seat Sport),1,0,visible,"Four-seat sport-trail UTV. Same Stryker DNA, four-adult capacity.","<p>The Stryker 750 Crew brings four-seat capacity to the Stryker sport-trail line. 750cc power, full overland suspension, four-adult seating plus gear. For hunting parties or families who want sport capability without compromising on passengers.</p>",,,taxable,,backorder,,,0,0,,,,,0,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/800_750xc-gray-crew-front-angle-165515.png,,,,,,,,,0,Hisun,HS-STRY750CREW-26,2026,new,on_order,"Engine|735cc Single-Cylinder
Seating|4
Suspension|Long-travel overland
Warranty|Hisun Manufacturer",1,"Stryker 750 Crew is our ""best of both"" Hisun — real sport capability with 4-seat family functionality.",,,,,,,,,,,,
241,simple,HS-MP9750R-26,,Hisun MP9 750R Sport UTV,1,0,visible,"Flagship MP9 sport UTV. 750cc, four factory colours.","<p>The MP9 750R is the flagship of the MP9 sport line. 750cc engine, four factory colours (Camo, Gray, Red, Tan), full sport-trail suspension. For riders who want maximum MP9 platform power.</p>",,,taxable,,backorder,,,0,0,,,,,0,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/800_mp9-400-front-angle-red-no-winch-web-105838-1.png,,,,,,,,,0,Hisun,HS-MP9750R-26,2026,new,on_order,"Engine|735cc Single-Cylinder
Seating|2
Colours|Camo, Gray, Red, Tan
Warranty|Hisun Manufacturer",1,"MP9 750R is flagship sport in the MP9 line. More capable than 550R, still priced below flagship-brand territory.",,,,,,,,,,,,
242,simple,HS-MP9T400-26,,Hisun MP9T400 Entry Sport UTV,1,0,visible,Trail-focused entry sport UTV for riders stepping up from ATVs.,<p>The MP9T400 is the trail-focused entry into the MP9 sport line. Lifestyle photography from the Cammo Whatley shoots shows real trail conditions. Right-sized for adult riders moving up from ATVs into their first sport UTV.</p>,,,taxable,,backorder,,,0,0,,,,,0,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/800_mp9-400-front-angle-red-no-winch-web-105838-2.png,,,,,,,,,0,Hisun,HS-MP9T400-26,2026,new,on_order,"Engine|391cc Single-Cylinder
Seating|2
Use Case|Entry Sport
Warranty|Hisun Manufacturer",1,MP9T400 is the bridge from ATV to sport UTV. Right-sized for first-time sport UTV buyers.,,,,,,,,,,,,
398,simple,,,2026 Easy Hauler AL-PTDB2023,1,0,visible,"New 2026 Easy Hauler AL-PTDB2023. Available at Reyco Marine &amp; Small Engine Ltd., Sault Ste. Marie.","<p>The 2026 Easy Hauler AL-PTDB2023 is available now at Reyco Marine &amp; Small Engine Ltd.</p>\n<p>Category: Trailer.</p>\n<p>Contact us at 705-253-7828 or visit our showroom at 11 White Oak Drive East, Sault Ste. Marie for more details.</p>",,,taxable,,1,,,0,0,,,,,1,,,,,,,http://reyco.glvmarketing.ca/wp-content/uploads/2026/04/31741781-7.jpg,,,,,,,,,0,Easy Hauler,306,2026,new,in_stock,"Make|Easy Hauler
Model|AL-PTDB2023
Year|2026
VIN|2SPPESC19TN075975
Type|Trailer
Class|T",,,54211,4456.5,4456.5,2SPPESC19TN075975,,,T,Trailer,"{""Cmf"":""800769"",""DealerId"":"""",""MajorUnitHeaderId"":54211,""DateGathered"":""2026-04-23T19:42:47.963"",""lastupdatedate"":""2026-04-15T14:42:54.067"",""StockNumber"":""306"",""NewUsed"":""N"",""ModelYear"":2026,""Make"":""Easy Hauler"",""Model"":""AL-PTDB2023"",""VIN"":""2SPPESC19TN075975"",""Class"":""T"",""CodeName"":""DRIVE ON BUNK BLACK"",""Location"":"""",""StoreLocation"":""Reyco Marine and Small Engines"",""Odometer"":""0"",""Hours"":0,""Cylinders"":0,""HP"":0,""BodyStyle"":"""",""Color"":"""",""Condition"":""New"",""InvoiceDate"":""2026-03-11T00:00:00.000"",""InvoiceAmt"":3565,""PackAmt"":0,""HoldbackAmt"":0,""FreightCost"":0,""DSRP"":4456.5,""laborprepamount"":0,""laborprepcost"":0,""MSRP"":4456.5,""OnHold"":"""",""PackageId"":34487,""DateReceived"":""2026-03-11T00:00:00.000"",""Length"":0,""Height"":0,""Width"":0,""Draft"":0,""Beam"":0,""GVWR"":0,""GDW"":0,""InteriorColor"":"""",""ExteriorColor"":"""",""Manufacturer"":"""",""UnitType"":""Trailer"",""oemestarrivaldate"":""1000-01-01T00:00:00.000"",""FloorLayout"":"""",""FuelType"":"""",""UnitName"":"""",""HullConstruction"":"""",""Comments"":"""",""UnitStatus"":"""",""UserDefined1"":"""",""UserDefined2"":"""",""UserDefined3"":"""",""UserDefined4"":"""",""UserDefined5"":"""",""UserDefined6"":"""",""UserDefined7"":"""",""UserDefined8"":"""",""UserDefined9"":"""",""UserDefined10"":"""",""UserDefined11"":0,""UserDefined12"":0,""UserDefined13"":0,""UserDefined14"":0,""UserDefined15"":0,""UserDefined16"":0,""UserDefined17"":0,""UserDefined18"":0,""UserDefined19"":0,""UserDefined20"":0,""UserDefined1desc"":"""",""UserDefined2desc"":"""",""UserDefined3desc"":"""",""UserDefined4desc"":"""",""UserDefined5desc"":"""",""UserDefined6desc"":"""",""UserDefined7desc"":"""",""UserDefined8desc"":"""",""UserDefined9desc"":"""",""UserDefined10desc"":"""",""UserDefined11desc"":"""",""UserDefined12desc"":"""",""UserDefined13desc"":"""",""UserDefined14desc"":"""",""UserDefined15desc"":"""",""UserDefined16desc"":"""",""UserDefined17desc"":"""",""UserDefined18desc"":"""",""UserDefined19desc"":"""",""UserDefined20desc"":"""",""PartsDealerAddCost"":0,""LaborDealerAddCost"":0,""SubletDealerAddCost"":0,""PartsCustomerAddCost"":0,""LaborCustomerAddCost"":0,""SubletCustomerAddCost"":0,""WebUnit"":0,""WebTitle"":"""",""WebDescription"":"""",""WebPrice"":4456.5,""WebPriceHidden"":0,""titlestatus"":""CLEAN"",""trimcolor"":"""",""unitcondition"":""EXCELLENT"",""carbcompliance"":"""",""drivetype"":"""",""enginecycles"":"""",""powertype"":"""",""starttype"":"""",""numacunits"":""0"",""sleepcapacity"":""0"",""barlength"":""0.00"",""bladelength"":""0.00"",""cuttingwidth"":""0"",""videourl"":"""",""numslideouts"":""0"",""turningradius"":"""",""flooredby"":"""",""floorplan"":"""",""planstartingdate"":""1000-01-01T00:00:00.000"",""planendingdate"":""1000-01-01T00:00:00.000"",""originalamt"":3565,""originaldate"":""2026-03-11T00:00:00.000"",""curtailmentamt"":0,""curtailmentdate"":""1000-01-01T00:00:00.000"",""flooredbalance"":3565,""Greywatertankcapacity"":0,""Blackwatertankcapacity"":0,""Freight"":0,""Ordernumber"":"""",""Ordereta"":""1000-01-01T00:00:00.000"",""Estimatedsetupamt"":0,""Partsprepamount"":0,""Partsprepcost"":0,""Discountpercentagefromdsrp"":0,""Priceprotectionrebate"":0,""Manufacturertocustomerrebate"":0,""Manufacturertodealerrebate"":0,""Optionsamount"":0,""Optionscost"":0,""Hitchtype"":"""",""Axlenumber"":0,""Axlecapacity"":0,""Cylinders2"":0,""Cylinders3"":0,""Propulsion"":"""",""Hitchdryweight"":0,""Numberofwheels"":0,""Wheelsize"":"""",""Fuelcapacity"":0,""Freshwatertankcapacity"":0,""Maxcarrycapacity"":0,""Engine1displacement"":"""",""Engine2displacement"":"""",""Engine3displacement"":"""",""Engine1name"":"""",""HP2"":0,""HP3"":0,""Marginprotectionamount"":3565,""Manufacturerlistprice"":4456.5,""Dealerlistprice"":4456.5,""userdefinedamt1"":0,""userdefinedamt2"":0,""userdefinedamt3"":0,""consignment"":0,""consignmentowner"":"""",""consignmentamount"":0,""tradedealid"":null,""yearenddiscountamt"":0,""interestdate"":""1000-01-01T00:00:00.000"",""standardclassid"":110,""dealerbaseprice"":4456.5,""certified"":false,""onholddate"":""1000-01-01T00:00:00.000"",""basecost"":0,""basefreightcost"":0,""unitcostdiscount"":0,""orderdate"":""1000-01-01T00:00:00.000"",""chassisvin"":"""",""servicecontractamt"":0,""servicecontractterm"":0,""crsid"":"""",""MajorUnitSalesCategory"":""New Easy Hauler Trailer"",""PurchasedFrom"":"""",""enginenumber1"":"""",""enginenumber2"":"""",""enginenumber3"":"""",""keynumber"":"""",""Parts"":[],""Labor"":[],""Options"":[],""Images"":[],""OriginalNpaValues"":[],""CurrentNpaValues"":[],""OriginalNadaValues"":[],""CurrentNadaValues"":[],""OriginalBlackBookValues"":[],""CurrentBlackBookValues"":[],""OriginalBlueBookValues"":[],""CurrentBlueBookValues"":[],""Appliances"":[],""totalActualCost"":3565,""totalCost"":3565}",2026-04-23 15:43:03,,
